,ws_p,ws_k,simple_spread_chance,repetition,measure,pen_name,data,pearson,euclidean,mape
2527,0.5,15,0.05,1,opinion-timeseries,mod,"[41.       44.966667 47.8      40.333332 38.466667 38.066666 37.766666
 38.266666 40.833332 40.933334 38.033333 37.666668 37.333332 37.066666
 33.466667 31.833334 30.1      29.733334 28.533333 26.966667 22.833334
 26.533333 31.366667 28.466667 25.033333 22.2      19.533333 23.533333
 23.433332 27.633333 30.866667 34.233334 37.033333 40.333332 38.5
 41.6      44.633335 45.633335 43.233334 40.766666 38.233334 40.4
 37.766666 40.3      41.733334 44.566666 47.7      50.       47.966667
 45.033333 48.366665 48.833332 43.3      38.966667 37.033333 35.433334
 35.2      33.666668 31.866667 31.633333 33.066666 34.566666 30.333334
 29.      ]",-0.18394753160216945,317.4435168351949,0.49778242793323824
2528,0.5,15,0.05,1,opinion-timeseries,rep,"[51.       55.366665 57.733334 48.166668 47.933334 43.266666 41.
 39.4      42.7      45.466667 40.266666 39.866665 39.466667 37.333332
 36.6      35.066666 34.7      31.566668 31.4      31.166666 28.8
 31.8      35.533333 35.333332 30.4      25.466667 21.366667 25.4
 25.266666 28.4      31.6      32.833332 33.533333 37.466667 37.2
 37.666668 40.933334 39.466667 36.133335 32.233334 29.333334 32.8
 30.333334 33.566666 34.933334 34.166668 33.3      32.433334 30.533333
 30.433332 34.       40.266666 37.9      35.366665 34.       32.633335
 30.733334 30.366667 29.       27.466667 27.833334 27.966667 25.266666
 25.1     ]",-0.7474507330816758,248.79784869565228,0.44925997053334255
2529,0.5,15,0.05,2,opinion-timeseries,dem,"[73.       73.       73.       63.       60.133335 60.133335 60.133335
 61.9      61.9      58.833332 52.833332 49.633335 47.066666 47.066666
 42.1      42.1      40.1      40.1      38.066666 36.2      32.5
 32.5      33.       29.233334 26.3      23.5      21.333334 21.333334
 20.2      20.2      20.2      20.2      20.2      20.2      19.033333
 22.366667 22.366667 26.2      26.2      26.2      26.2      28.033333
 25.066668 23.666666 23.666666 31.       38.233334 44.633335 49.7
 47.533333 47.666668 43.       38.7      34.9      38.133335 38.133335
 38.133335 35.9      35.9      35.9      36.9      38.       38.
 36.433334]",-0.6850725182872751,440.1021507733749,0.5630308910814226
2530,0.5,15,0.05,2,opinion-timeseries,mod,"[60.       62.133335 64.166664 53.366665 50.866665 50.       49.8
 49.966667 52.2      51.6      48.366665 48.133335 47.866665 47.4
 42.666668 40.266666 38.633335 38.1      36.433334 34.2      29.4
 32.966667 35.566666 32.133335 28.2      24.833334 22.233334 25.933332
 25.733334 29.666666 32.4      35.033333 37.966667 41.533333 39.8
 42.866665 46.       46.9      43.9      41.433334 39.133335 40.566666
 37.733334 40.633335 42.633335 47.1      49.333332 51.033333 48.866665
 45.6      48.033333 48.666668 42.633335 37.7      36.333332 34.8
 34.666668 33.033333 31.633333 31.466667 33.766666 35.533333 32.133335
 30.433332]",-0.6490533353378972,295.7125072313731,0.4485490556231472
2531,0.5,15,0.05,2,opinion-timeseries,rep,"[55.       60.1      62.666668 51.733334 51.466667 45.966667 43.666668
 42.066666 45.166668 47.333332 41.9      41.666668 41.466667 39.233334
 38.466667 36.7      36.5      33.433334 33.266666 33.1      31.266666
 34.5      37.233334 36.666668 30.9      25.766666 21.933332 25.366667
 25.233334 28.966667 32.3      32.666668 32.9      36.3      35.933334
 36.233334 39.266666 37.933334 34.2      31.1      28.066668 31.933332
 29.833334 32.7      34.133335 33.433334 32.2      31.766666 29.133333
 29.       32.533333 38.5      35.666668 33.333332 32.066666 30.2
 28.966667 28.766666 27.5      26.133333 26.233334 26.666666 24.266666
 24.066668]",-0.8459919735489593,252.1442812092234,0.45422262113649453
2532,0.5,15,0.05,3,opinion-timeseries,dem,"[59.       59.       59.       50.333332 47.933334 47.933334 47.933334
 50.266666 50.266666 48.       43.2      41.433334 38.866665 38.866665
 35.066666 35.066666 33.6      33.6      32.133335 30.166666 26.766666
 26.766666 28.066668 25.433332 22.7      20.466667 18.566668 18.566668
 17.633333 17.633333 17.633333 17.633333 17.633333 17.633333 17.
 21.466667 21.466667 26.166666 26.166666 26.166666 26.166666 27.833334
 24.766666 23.7      23.7      31.1      37.566666 43.433334 49.1
 46.5      46.633335 41.366665 37.233334 34.066666 36.766666 36.766666
 36.766666 34.233334 34.233334 34.233334 35.733334 37.5      37.5
 35.8     ]",-0.5097615958118799,461.48583125688674,0.6087901998894567
2533,0.5,15,0.05,3,opinion-timeseries,mod,"[48.       50.666668 53.666668 46.466667 44.       43.433334 43.
 42.933334 45.6      45.2      41.766666 41.566666 41.233334 40.833332
 36.566666 34.866665 33.366665 33.       30.966667 29.033333 25.166666
 29.       33.633335 30.233334 26.4      23.333334 20.1      23.833334
 23.466667 27.366667 30.8      33.966667 36.066666 39.4      38.1
 41.833332 44.6      45.166668 42.566666 39.966667 38.       39.766666
 36.833332 39.5      40.733334 44.766666 48.5      50.7      49.366665
 46.766666 49.       49.233334 43.3      39.233334 37.966667 35.933334
 35.733334 34.       32.133335 31.866667 33.266666 34.266666 30.733334
 29.566668]",-0.4024941260389234,309.2822851860463,0.47310162351610086
2534,0.5,15,0.05,3,opinion-timeseries,rep,"[46.       51.3      53.9      45.933334 45.566666 41.3      39.2
 37.566666 40.666668 43.433334 39.       38.733334 38.533333 36.766666
 36.333332 34.433334 34.133335 30.833334 30.566668 30.3      28.5
 32.2      35.633335 35.066666 29.266666 24.633333 20.366667 24.3
 24.2      28.       31.966667 33.266666 33.533333 37.166668 36.866665
 37.4      40.3      38.6      34.8      32.033333 28.866667 32.066666
 29.733334 33.166668 34.366665 33.133335 33.033333 32.2      29.933332
 29.633333 33.566666 39.666668 37.       34.533333 33.033333 31.033333
 29.433332 29.266666 27.833334 26.366667 26.833334 27.366667 24.3
 24.166666]",-0.7088240673393145,253.8129248094261,0.45753479387296914
2535,0.5,15,0.05,4,opinion-timeseries,dem,"[72.       72.       72.       61.866665 59.166668 59.166668 59.166668
 61.333332 61.333332 58.166668 52.633335 49.7      46.733334 46.733334
 41.633335 41.633335 39.7      39.7      37.4      35.666668 32.366665
 32.366665 32.166668 29.066668 25.866667 22.833334 21.033333 21.033333
 19.9      19.9      19.9      19.9      19.9      19.9      18.833334
 22.766666 22.766666 26.466667 26.466667 26.466667 26.466667 28.866667
 26.3      24.866667 24.866667 31.766666 38.433334 43.933334 49.233334
 46.866665 46.533333 42.066666 38.533333 35.1      38.7      38.7
 38.7      36.433334 36.433334 36.433334 38.1      39.466667 39.466667
 37.266666]",-0.6691173187177984,439.5816771327555,0.5631862695902372
2536,0.5,15,0.05,4,opinion-timeseries,mod,"[49.       51.566666 54.033333 45.633335 43.5      42.9      42.433334
 42.8      45.266666 46.166668 42.533333 42.2      41.833332 41.4
 37.066666 34.933334 33.366665 32.433334 30.833334 29.266666 25.1
 28.566668 32.9      29.266666 25.433332 22.866667 20.666666 24.266666
 24.133333 28.366667 32.133335 34.833332 37.166668 39.7      38.133335
 41.166668 43.3      44.933334 42.433334 40.133335 37.833332 39.866665
 37.133335 39.9      40.833332 44.1      46.8      49.733334 47.4
 45.433334 48.7      48.933334 43.666668 39.533333 37.7      36.2
 35.866665 34.466667 32.833332 32.5      33.633335 34.633335 30.866667
 29.366667]",-0.423585778897097,309.1730076817779,0.4733554693363977
2537,0.5,15,0.05,4,opinion-timeseries,rep,"[42.       47.3      50.033333 42.866665 42.766666 38.566666 36.566666
 35.166668 38.066666 41.333332 36.6      36.366665 36.       34.066666
 33.433334 31.2      30.933332 27.966667 27.6      27.3      25.733334
 30.       33.6      33.233334 28.4      24.133333 20.266666 24.366667
 24.233334 27.833334 32.1      32.1      32.933334 36.       35.733334
 36.266666 39.233334 37.666668 34.166668 30.6      27.9      31.733334
 29.533333 32.933334 34.6      34.1      34.2      33.233334 31.466667
 31.333334 34.966667 41.       38.       35.6      34.1      31.666666
 30.166666 29.9      28.4      26.766666 27.2      27.4      25.033333
 24.933332]",-0.5714771257800388,257.6087580719957,0.4682509073529316
2538,0.5,15,0.05,5,opinion-timeseries,dem,"[59.       59.       59.       50.333332 48.1      48.1      48.1
 50.733334 50.733334 48.2      42.933334 40.8      38.966667 38.966667
 35.233334 35.233334 33.633335 33.633335 31.933332 30.5      27.566668
 27.566668 29.2      26.866667 24.166666 21.9      19.833334 19.833334
 18.7      18.7      18.7      18.7      18.7      18.7      17.733334
 21.733334 21.733334 25.566668 25.566668 25.566668 25.566668 28.266666
 25.966667 24.5      24.5      31.633333 38.7      45.4      50.233334
 47.666668 47.166668 42.8      38.433334 34.3      37.666668 37.666668
 37.666668 35.833332 35.833332 35.833332 36.8      38.3      38.3
 36.133335]",-0.4915856774113597,456.2119789939161,0.6021301288393583
2539,0.5,15,0.05,5,opinion-timeseries,mod,"[41.       44.233334 46.766666 40.033333 38.4      37.7      37.466667
 37.5      40.633335 42.033333 38.8      38.466667 38.2      37.866665
 34.566666 33.2      31.666666 31.366667 29.7      27.933332 24.033333
 27.766666 32.533333 29.2      25.666666 22.6      19.833334 23.266666
 23.066668 26.666666 31.1      33.866665 36.1      39.5      37.633335
 41.166668 43.933334 44.5      41.8      39.066666 36.733334 39.166668
 36.966667 39.866665 41.166668 45.066666 48.833332 51.966667 49.366665
 47.6      50.266666 49.666668 44.7      40.533333 39.366665 37.866665
 37.533333 35.366665 33.266666 33.033333 34.666668 36.       32.366665
 30.633333]",-0.125160227927349,312.810379441734,0.4918908929552252
2540,0.5,15,0.05,5,opinion-timeseries,rep,"[45.       49.166668 51.566666 43.3      43.1      38.933334 37.2
 36.       39.233334 41.466667 37.2      36.766666 36.7      35.
 34.466667 32.8      32.466667 29.133333 29.       28.733334 26.966667
 30.5      33.2      32.466667 26.8      22.6      19.5      24.
 23.866667 27.833334 30.833334 30.866667 31.933332 35.166668 34.9
 35.533333 38.866665 36.966667 33.266666 30.266666 27.3      31.133333
 29.066668 32.633335 34.2      34.066666 33.233334 32.933334 30.433332
 30.1      34.7      40.       37.733334 35.2      34.133335 32.366665
 30.566668 30.366667 29.066668 27.733334 28.3      28.666666 26.2
 26.      ]",-0.6344525209319043,257.68884240297734,0.46869639737662977
2541,0.5,15,0.05,6,opinion-timeseries,dem,"[62.       62.       62.       52.933334 50.633335 50.633335 50.633335
 53.166668 53.166668 50.7      46.033333 43.833332 41.166668 41.166668
 37.       37.       34.966667 34.966667 32.933334 31.1      28.833334
 28.833334 29.066668 26.733334 24.4      22.2      19.8      19.8
 18.533333 18.533333 18.533333 18.533333 18.533333 18.533333 17.9
 22.       22.       24.933332 24.933332 24.933332 24.933332 27.3
 24.933332 23.866667 23.866667 31.166666 37.6      43.433334 48.666668
 46.133335 46.433334 41.8      38.       33.933334 37.4      37.4
 37.4      35.666668 35.666668 35.666668 37.566666 39.233334 39.233334
 37.066666]",-0.5566525801222499,454.5867089787944,0.5946890633922178
2542,0.5,15,0.05,6,opinion-timeseries,mod,"[36.       39.6      42.466667 36.633335 34.8      34.366665 34.033333
 34.2      36.9      38.033333 35.2      34.966667 34.666668 34.266666
 30.666666 29.366667 27.666666 26.8      25.5      24.033333 20.5
 24.7      29.266666 26.433332 23.566668 21.233334 18.9      23.
 22.733334 26.6      29.9      32.7      35.866665 39.       36.733334
 39.7      43.233334 44.4      42.233334 39.9      38.166668 39.9
 37.366665 39.8      40.166668 44.033333 46.466667 48.833332 46.6
 44.266666 47.633335 47.7      42.533333 37.833332 36.033333 34.1
 33.966667 31.866667 30.233334 29.9      31.633333 33.4      29.933332
 28.433332]",-0.04179673968715738,329.970924683076,0.525510205479037
2543,0.5,15,0.05,6,opinion-timeseries,rep,"[44.       49.1      51.533333 42.866665 42.666668 38.633335 36.6
 35.3      38.066666 40.9      36.233334 35.966667 35.533333 33.833332
 33.233334 31.833334 31.566668 28.       27.9      27.766666 26.433332
 30.066668 33.1      32.433334 27.2      22.966667 19.366667 24.
 23.866667 27.833334 31.133333 31.3      31.266666 34.933334 34.6
 35.1      37.866665 36.333332 32.9      29.933332 27.1      31.466667
 29.066668 32.6      34.266666 33.466667 32.266666 31.333334 28.666666
 28.566668 32.333332 37.966667 35.3      32.333332 31.766666 30.466667
 28.733334 28.533333 27.166666 26.       26.333334 26.666666 24.5
 24.366667]",-0.6757686512057091,264.5187712429525,0.48101386195891327
2544,0.5,15,0.05,7,opinion-timeseries,dem,"[60.       60.       60.       51.466667 49.233334 49.233334 49.233334
 52.5      52.5      49.766666 45.333332 42.7      40.866665 40.866665
 36.733334 36.733334 35.1      35.1      33.633335 32.166668 28.966667
 28.966667 29.333334 26.433332 23.9      21.4      18.7      18.7
 18.033333 18.033333 18.033333 18.033333 18.033333 18.033333 17.1
 21.066668 21.066668 25.466667 25.466667 25.466667 25.466667 28.433332
 25.633333 24.533333 24.533333 32.366665 38.466667 44.466667 49.833332
 47.266666 47.766666 43.4      39.333332 35.7      38.833332 38.833332
 38.833332 36.8      36.8      36.8      38.033333 39.166668 39.166668
 37.366665]",-0.49574398988481055,453.2320287481466,0.5953843232881273
2545,0.5,15,0.05,7,opinion-timeseries,mod,"[48.       50.733334 53.8      45.366665 43.366665 42.833332 42.533333
 42.7      45.633335 45.8      42.566666 42.066666 41.6      41.333332
 38.1      36.333332 34.866665 34.133335 32.366665 30.533333 25.933332
 30.066668 33.933334 30.7      26.666666 23.366667 20.7      24.333334
 24.133333 27.3      30.266666 33.4      35.966667 39.6      37.733334
 41.2      43.5      44.3      41.5      39.3      37.133335 38.7
 35.966667 38.833332 39.966667 44.9      48.066666 50.633335 48.3
 45.766666 47.866665 47.233334 42.033333 37.466667 35.733334 34.066666
 33.733334 32.066666 30.4      30.166666 31.9      33.366665 30.1
 28.4     ]",-0.438685785524335,311.74807125011364,0.4773748968552989
2546,0.5,15,0.05,7,opinion-timeseries,rep,"[40.       45.533333 48.966667 41.2      41.       37.3      35.566666
 34.666668 38.533333 41.366665 36.7      36.5      36.       34.1
 33.433334 31.933332 31.7      28.466667 28.2      27.9      26.366667
 29.933332 33.433334 32.933334 27.5      22.966667 19.3      23.933332
 23.866667 27.1      31.466667 31.6      32.333332 35.833332 35.566666
 36.       39.433334 38.266666 34.6      31.9      29.166666 33.1
 30.266666 33.666668 34.833332 34.266666 32.7      32.066666 29.566668
 29.333334 32.833332 38.5      36.233334 33.866665 32.733334 30.933332
 29.7      29.433332 27.8      26.533333 26.833334 27.466667 24.533333
 24.366667]",-0.5711478240422142,260.2206886934537,0.47345800710937935
2547,0.5,15,0.05,8,opinion-timeseries,dem,"[64.       64.       64.       55.1      52.266666 52.266666 52.266666
 54.866665 54.866665 52.2      47.633335 45.233334 43.       43.
 39.       39.       37.066666 37.066666 35.533333 33.866665 31.066668
 31.066668 31.533333 28.566668 26.233334 23.833334 21.6      21.6
 20.4      20.4      20.4      20.4      20.4      20.4      19.3
 22.966667 22.966667 26.566668 26.566668 26.566668 26.566668 29.3
 26.1      24.733334 24.733334 32.466667 37.766666 44.       49.4
 46.866665 47.3      43.4      39.566666 36.066666 38.8      38.8
 38.8      36.766666 36.766666 36.766666 37.6      38.6      38.6
 36.733334]",-0.5872117917108225,443.582438471207,0.5773875088569236
2548,0.5,15,0.05,8,opinion-timeseries,mod,"[40.       43.166668 46.033333 39.1      37.1      36.533333 36.3
 36.6      39.533333 40.133335 36.466667 36.3      36.066666 35.766666
 31.9      30.833334 29.166666 28.766666 27.566668 26.433332 23.2
 26.433332 31.333334 28.433332 24.933332 21.766666 19.333334 23.6
 23.366667 26.833334 30.366667 33.533333 36.833332 40.2      38.433334
 41.466667 44.8      45.733334 42.833332 40.9      38.566666 40.533333
 38.       40.966667 42.5      45.633335 48.3      49.966667 47.2
 44.466667 48.333332 48.7      43.066666 39.266666 38.366665 36.
 35.633335 33.633335 31.6      31.433332 33.1      34.633335 31.366667
 29.6     ]",-0.1147558662748166,319.25494835506106,0.5035779005301533
2549,0.5,15,0.05,8,opinion-timeseries,rep,"[50.       55.266666 58.033333 48.133335 47.766666 43.3      41.566666
 39.6      42.833332 45.133335 40.7      40.366665 40.1      38.233334
 37.733334 35.7      35.233334 32.366665 32.066666 31.8      29.5
 33.1      35.966667 35.6      29.966667 25.466667 21.733334 24.833334
 24.7      28.6      32.166668 32.233334 32.166668 35.866665 35.6
 36.       38.7      37.033333 32.766666 29.833334 26.833334 31.533333
 29.233334 32.566666 33.9      32.3      31.7      31.7      29.666666
 29.5      33.5      40.3      37.633335 35.333332 33.966667 32.233334
 31.066668 30.833334 29.2      27.6      27.766666 28.3      25.333334
 25.066668]",-0.7812416731236242,251.75040368100147,0.4534990757419748
2550,0.5,15,0.05,9,opinion-timeseries,dem,"[68.       68.       68.       57.9      54.666668 54.666668 54.666668
 56.933334 56.933334 54.233334 48.966667 46.833332 44.733334 44.733334
 39.9      39.9      38.166668 38.166668 35.9      33.733334 30.133333
 30.133333 29.366667 26.1      23.366667 20.7      18.966667 18.966667
 18.066668 18.066668 18.066668 18.066668 18.066668 18.066668 17.266666
 21.133333 21.133333 24.9      24.9      24.9      24.9      27.166666
 24.433332 23.366667 23.366667 30.866667 37.4      43.5      49.133335
 46.566666 47.2      42.566666 38.333332 34.833332 37.6      37.6
 37.6      35.6      35.6      35.6      36.766666 37.833332 37.833332
 36.3     ]",-0.6192094501577186,451.59723355021254,0.5819937083059756
2551,0.5,15,0.05,9,opinion-timeseries,mod,"[45.       48.066666 50.433334 43.366665 41.5      40.766666 40.466667
 40.566666 43.7      44.1      40.666668 40.5      40.1      39.633335
 36.233334 34.4      32.7      32.466667 30.7      29.533333 25.766666
 29.166666 33.833332 30.466667 27.       23.233334 20.3      24.6
 24.533333 28.333334 31.7      35.1      38.       41.1      39.566666
 43.       45.833332 46.433334 44.5      41.8      39.466667 40.733334
 38.       41.033333 41.066666 44.533333 47.466667 49.633335 46.833332
 44.733334 48.3      49.366665 43.566666 39.       37.133335 35.433334
 35.266666 33.633335 32.366665 32.033333 34.3      36.366665 33.166668
 31.333334]",-0.3075019613751867,307.59945287053796,0.4764586676620376
2552,0.5,15,0.05,9,opinion-timeseries,rep,"[44.       49.933334 52.233334 43.566666 43.233334 38.766666 36.6
 35.566666 38.633335 41.       36.066666 35.866665 35.7      34.1
 33.866665 32.166668 31.933332 29.066668 28.833334 28.666666 26.933332
 30.566668 33.433334 33.133335 28.166666 24.333334 20.733334 24.566668
 24.266666 28.333334 32.033333 32.633335 32.6      35.933334 35.666668
 35.933334 39.566666 38.266666 33.9      30.133333 27.2      31.066668
 28.833334 31.766666 33.033333 31.5      31.233334 31.666666 29.233334
 29.033333 32.4      38.333332 36.133335 33.9      33.033333 31.3
 29.633333 29.366667 27.8      26.5      26.666666 26.933332 24.133333
 24.066668]",-0.6738128844547487,260.98293783169055,0.47449913097345786
2553,0.5,15,0.1,0,opinion-timeseries,dem,"[74.       74.       74.       53.733334 49.166668 49.166668 49.166668
 53.933334 53.933334 49.       39.133335 35.5      31.4      31.4
 25.2      25.2      22.466667 22.466667 20.2      17.933332 14.733334
 14.733334 20.       16.066668 13.166667 10.633333  8.8       8.8
  7.9       7.9       7.9       7.9       7.9       7.9       6.9
 16.9      16.9      25.8      25.8      25.8      25.8      30.866667
 25.033333 22.366667 22.366667 37.4      49.7      59.6      67.46667
 60.6      58.233334 46.933334 37.366665 30.533333 37.3      37.3
 37.3      34.033333 34.033333 34.033333 36.266666 38.366665 38.366665
 34.4     ]",-0.3507874521062592,487.85554631989226,0.6347223141584313
2554,0.5,15,0.1,0,opinion-timeseries,mod,"[34.       42.733334 48.133335 35.4      31.6      28.533333 27.8
 29.166666 36.9      38.466667 31.6      30.666666 29.633333 28.9
 23.4      21.2      19.333334 18.3      16.4      14.566667 10.666667
 19.433332 30.7      25.033333 18.533333 13.9      10.5      18.833334
 18.1      26.466667 33.533333 37.833332 41.533333 47.533333 42.5
 48.733334 53.933334 53.966667 46.533333 40.4      34.933334 41.4
 34.933334 40.233334 41.266666 47.866665 50.433334 53.7      49.
 44.333332 50.5      51.       39.166668 30.533333 30.033333 26.7
 25.766666 23.3      20.766666 20.066668 25.5      29.466667 23.333334
 21.066668]",-0.021382814572975247,353.3796180556735,0.5533759667983803
2555,0.5,15,0.1,0,opinion-timeseries,rep,"[59.       67.73333  71.1      45.633335 43.966667 35.566666 32.533333
 31.566668 38.633335 43.1      32.3      31.133333 30.566668 27.366667
 25.966667 22.866667 22.266666 17.6      17.033333 16.366667 13.8
 22.6      31.266666 28.9      19.666666 13.066667  8.9      18.233334
 17.8      25.5      32.566666 34.5      34.633335 40.466667 38.5
 40.7      47.033333 44.5      36.466667 29.6      25.       34.066666
 28.433332 34.233334 36.133335 35.466667 34.766666 34.433334 31.733334
 30.666666 38.366665 48.166668 39.8      33.3      32.5      29.133333
 25.733334 24.966667 22.466667 20.033333 21.3      23.566668 19.066668
 18.466667]",-0.4555801340670813,284.57675359796144,0.527075039103472
2556,0.5,15,0.1,1,opinion-timeseries,dem,"[56.       56.       56.       40.62069  36.62069  36.62069  36.62069
 42.896553 42.896553 38.62069  31.068966 28.51724  25.827587 25.827587
 20.586206 20.586206 18.689655 18.689655 16.206896 14.344828 11.551724
 11.551724 17.48276  14.24138  11.068966  8.862069  7.        7.
  6.551724  6.551724  6.551724  6.551724  6.551724  6.551724  6.
 15.       15.       23.275862 23.275862 23.275862 23.275862 28.758621
 23.172413 21.       21.       36.517242 47.793102 57.       65.206894
 58.24138  56.75862  45.310345 36.827587 29.275862 37.310345 37.310345
 37.310345 33.482758 33.482758 33.482758 35.827587 37.58621  37.58621
 33.896553]",-0.12804644051802838,508.2171196677801,0.6765338736492483
2557,0.5,15,0.1,1,opinion-timeseries,mod,"[40.        47.655174  52.724136  36.        32.58621   30.344828
 29.275862  31.241379  38.310345  39.931034  32.        31.068966
 30.137932  28.655172  22.689655  20.37931   18.48276   17.551723
 15.620689  14.379311  10.344828  19.724138  31.448277  25.51724
 18.275862  14.137931  10.5172415 18.931034  18.172413  26.310345
 33.827587  38.344826  41.724136  46.86207   42.068966  48.03448
 52.551723  52.310345  45.62069   39.275864  33.310345  38.41379
 33.13793   38.310345  40.448277  46.103447  50.62069   54.275864
 48.724136  44.03448   50.551723  49.344826  39.41379   31.068966
 31.310345  27.689655  27.034483  24.068966  21.448277  20.965517
 26.103449  30.862068  25.448277  23.137932 ]",-0.09915474002836329,352.4596278473671,0.5475568759316243
2558,0.5,15,0.1,1,opinion-timeseries,rep,"[49.       59.275864 63.724136 40.793102 39.655174 32.827587 29.724138
 28.551723 36.068966 40.931034 30.827587 30.137932 29.241379 26.344828
 24.793104 22.310345 21.689655 18.       17.103449 16.724138 14.068966
 22.51724  31.206896 29.448277 19.344828 13.620689  9.172414 17.275862
 16.827587 25.655172 32.827587 34.206898 35.172413 41.37931  40.03448
 41.551723 47.172413 44.13793  36.172413 29.448277 24.034483 33.689655
 28.37931  34.       36.24138  35.       35.       35.689655 32.41379
 31.62069  39.41379  46.86207  39.103447 33.482758 32.068966 28.62069
 25.689655 24.827587 22.448277 20.137932 22.       23.448277 19.206896
 18.793104]",-0.33813850526322237,284.57674988685073,0.5258624748034445
2559,0.5,15,0.1,2,opinion-timeseries,dem,"[65.        65.        65.        48.033333  42.6       42.6
 42.6       47.733334  47.733334  43.266666  34.866665  30.933332
 27.833334  27.833334  22.066668  22.066668  20.        20.
 17.933332  15.9       13.1       13.1       18.333334  15.2
 12.466666  10.4        8.6        8.6        7.866667   7.866667
  7.866667   7.866667   7.866667   7.866667   7.0333333 15.633333
 15.633333  23.933332  23.933332  23.933332  23.933332  30.266666
 25.2       22.8       22.8       38.066666  50.333332  60.666668
 67.96667   61.5       59.533333  47.3       38.266666  31.433332
 38.566666  38.566666  38.566666  35.033333  35.033333  35.033333
 37.933334  39.8       39.8       36.133335 ]",-0.21292172490994996,494.11202167642494,0.6468887978894629
2560,0.5,15,0.1,2,opinion-timeseries,mod,"[38.       46.366665 51.433334 35.033333 31.033333 29.166666 27.866667
 29.733334 36.7      39.       32.3      31.033333 29.933332 28.9
 23.633333 21.       18.5      17.166666 15.3      13.6      10.3
 18.6      30.733334 24.433332 18.666666 13.266666  9.9      18.3
 17.666666 25.7      33.066666 37.9      42.333332 48.133335 43.733334
 49.633335 54.466667 54.4      48.033333 41.7      36.5      40.4
 33.333332 38.7      40.433334 46.333332 50.566666 54.4      47.366665
 42.3      48.933334 48.9      39.       31.1      30.2      27.333334
 26.233334 23.766666 21.4      20.766666 25.766666 29.466667 24.033333
 21.5     ]",-0.07085311060955879,354.1895945953692,0.5511455512300346
2561,0.5,15,0.1,2,opinion-timeseries,rep,"[46.       55.866665 60.166668 41.133335 40.366665 33.133335 29.366667
 28.966667 35.466667 40.933334 32.4      31.533333 30.466667 27.333334
 25.733334 23.266666 22.6      18.433332 17.866667 17.433332 15.2
 23.666666 32.       30.266666 21.1      14.766666  9.833333 18.566668
 17.933332 26.633333 34.666668 35.333332 36.8      43.166668 42.2
 44.033333 50.166668 46.4      37.566666 29.466667 24.266666 33.666668
 29.933332 35.9      38.366665 38.3      36.1      37.1      34.566666
 33.533333 41.033333 48.433334 41.933334 35.233334 33.633335 30.666666
 27.7      26.733334 23.966667 21.866667 24.066668 25.166666 20.866667
 20.233334]",-0.25136709252755834,274.1825852174109,0.5034146894639056
2562,0.5,15,0.1,3,opinion-timeseries,dem,"[60.        60.        60.        44.3       39.966667  39.966667
 39.966667  46.033333  46.033333  41.6       33.133335  30.1
 27.633333  27.633333  22.033333  22.033333  19.666666  19.666666
 18.        16.233334  12.533334  12.533334  17.        13.6
 10.8        8.933333   7.4666667  7.4666667  6.5333333  6.5333333
  6.5333333  6.5333333  6.5333333  6.5333333  5.766667  15.
 15.        23.066668  23.066668  23.066668  23.066668  29.066668
 23.8       21.366667  21.366667  37.466667  47.733334  57.9
 65.86667   59.233334  56.3       45.3       36.        29.6
 36.1       36.1       36.1       32.8       32.8       32.8
 35.233334  38.433334  38.433334  34.433334 ]",-0.19971488873170787,504.46702416546606,0.6660199508604825
2563,0.5,15,0.1,3,opinion-timeseries,mod,"[37.       45.266666 50.266666 35.766666 33.       30.533333 29.533333
 30.866667 37.866665 38.7      31.333334 30.266666 29.5      28.366667
 23.3      21.166666 18.8      17.666666 15.733334 13.8      10.
 18.433332 29.966667 23.833334 17.466667 12.366667  9.433333 18.566668
 18.033333 25.866667 33.5      37.866665 41.833332 48.8      44.166668
 50.066666 55.266666 54.966667 48.       41.566666 36.066666 40.133335
 33.4      38.6      40.5      46.9      50.733334 54.333332 49.466667
 45.166668 49.833332 49.266666 38.6      30.2      29.366667 26.466667
 25.333334 22.633333 19.966667 19.266666 24.833334 28.033333 22.533333
 20.133333]",-0.07582436744307941,355.5285689880037,0.5520356044531962
2564,0.5,15,0.1,3,opinion-timeseries,rep,"[42.       53.766666 59.3      40.133335 39.066666 31.533333 28.433332
 28.366667 35.733334 40.666668 29.4      28.2      27.733334 25.466667
 24.       22.2      21.3      16.866667 16.233334 15.766666 14.066667
 22.566668 31.066668 28.9      19.766666 13.366667  8.966666 18.
 17.633333 25.166666 32.933334 34.066666 34.666668 40.866665 39.8
 41.066666 45.9      43.166668 34.7      28.466667 23.3      32.7
 27.4      34.033333 36.233334 37.3      35.233334 34.233334 30.833334
 29.7      38.066666 47.133335 39.8      33.933334 32.6      29.633333
 26.4      25.166666 23.       20.066668 21.7      23.       18.666666
 18.033333]",-0.2698761821082224,286.69890031078535,0.5271819922645232
