,er_p,simple_spread_chance,repetition,run,pearson,euclidean,mape
5111,0.25,0.75,2,2,-0.011075933774432814,484.29317584789266,0.7140655290984069
5112,0.25,0.75,2,3,-0.005338997433600001,482.2033681267297,0.7103619516680899
5113,0.25,0.75,2,4,-0.00412118587601661,484.09341875389924,0.7115717008162884
5114,0.25,0.75,2,5,0.0013389321546935968,482.14669553466996,0.7090460802227527
5115,0.25,0.75,2,6,-0.014753392191910422,483.23286568027,0.7100248199293172
5116,0.25,0.75,2,7,-0.007128944187110788,484.11153044764825,0.7124113102493878
5117,0.25,0.75,2,8,-0.004350352854406862,480.90842482450216,0.7060026699000065
5118,0.25,0.75,2,9,0.0049983217243629585,480.79353675307146,0.7055911246010239
5119,0.25,0.75,2,10,-0.004990022050549737,481.0368750953071,0.7073921227521462
5120,0.25,0.75,2,11,-0.012590340743997503,485.7046850606519,0.7168098737115014
5121,0.25,0.75,2,12,-0.006329463162611061,484.3664835707641,0.7143253044597855
5122,0.25,0.75,2,13,-0.0016889206095507074,482.8037866871071,0.7085133817094761
5123,0.25,0.75,2,14,-0.0011297997538216263,482.2363085275365,0.7075008824853062
5124,0.25,0.75,2,15,-0.008001746514667174,483.16969102923946,0.7110622936308365
5125,0.25,0.75,2,16,0.00096232943497201,482.42253923419275,0.7080531021845679
5126,0.25,0.75,2,17,-0.0015149964448166648,482.6410024173662,0.7099941127050741
5127,0.25,0.75,2,18,0.0005411277577435277,482.0945418202227,0.7059932171124603
5128,0.25,0.75,2,19,-0.00832448214690184,484.9198128368178,0.7132258487711183
5129,0.25,0.75,2,20,0.0013682371170417411,482.6769138891479,0.7100633257208239
5130,0.25,0.75,2,21,-0.005457968812675018,484.4417137194883,0.7107083317196571
5131,0.25,0.75,2,22,-0.004870504609541522,483.46791370247576,0.7085270034919926
5132,0.25,0.75,2,23,-0.015983301135650982,483.62101560259924,0.713839437046594
5133,0.25,0.75,2,24,-0.003983808193085668,482.44934169555637,0.7079276717791738
5134,0.25,0.75,2,25,-0.00962126752285744,484.85315813245,0.7112847031345647
5135,0.25,0.75,2,26,-0.003614978107195572,481.89184307076243,0.7094867369369992
5136,0.25,0.75,2,27,-0.015598453262388795,483.7174584624368,0.7125435718245244
5137,0.25,0.75,2,28,0.009318176224903565,482.1046520408058,0.709545852554896
5138,0.25,0.75,2,29,0.00023781044750279903,482.5523245625818,0.7112620926497626
5139,0.25,0.75,3,0,-0.012154271153658136,484.0470348605732,0.7093965170192428
5140,0.25,0.75,3,1,-0.008484660848044528,482.0589719585052,0.7072996615836272
5141,0.25,0.75,3,2,9.16846621578556e-05,482.3926915693182,0.7071746726929765
5142,0.25,0.75,3,3,-0.00952084870750651,483.3852532826095,0.7089276348213541
5143,0.25,0.75,3,4,-0.00672287417449154,484.36938102244693,0.710470112265349
5144,0.25,0.75,3,5,-0.010595850298477838,482.99778392508233,0.711395238738293
5145,0.25,0.75,3,6,-0.006458354497640581,483.38762462441406,0.7060961147705784
5146,0.25,0.75,3,7,-0.006160355643516986,483.0986844789934,0.7091438106154456
5147,0.25,0.75,3,8,-0.007233571194796923,485.3213998060358,0.7167558634592267
5148,0.25,0.75,3,9,-0.004425496619671006,484.9938681831461,0.7122540533436297
5149,0.25,0.75,3,10,-0.007233352472062286,483.77824655732365,0.7141024192164517
5150,0.25,0.75,3,11,0.005490154835712237,481.07937734119724,0.7092283111518295
5151,0.25,0.75,3,12,-0.008307111532140204,481.8952992369838,0.7084903252186753
5152,0.25,0.75,3,13,-0.002173394127929907,483.4039546678343,0.712069872714643
5153,0.25,0.75,3,14,-0.019581935737457538,484.3643783766847,0.7138459726414254
5154,0.25,0.75,3,15,1.9525250476349714e-05,481.8471773370072,0.7082993125595979
5155,0.25,0.75,3,16,-0.002199983881640615,481.2386757254397,0.7037495196204815
5156,0.25,0.75,3,17,-0.005942806195839072,484.6954885768134,0.711713431562309
5157,0.25,0.75,3,18,-0.006343264990724125,484.32962412112573,0.7124673926671639
5158,0.25,0.75,3,19,0.0035440995712877946,484.36831564842277,0.7125419670022369
5159,0.25,0.75,3,20,-0.012265933293271242,484.04450751257656,0.7142348119842662
5160,0.25,0.75,3,21,-0.0018389017244628593,480.0115026202971,0.7043102146682317
5161,0.25,0.75,3,22,-0.004186455808866114,484.6170068208919,0.710862949167983
5162,0.25,0.75,3,23,-0.007367844250095466,484.26397064450134,0.7104152762140107
5163,0.25,0.75,3,24,-0.014001548138067463,485.7798318450041,0.7127497799210764
5164,0.25,0.75,3,25,-0.003218287289872603,481.7705021057732,0.7063846108008276
5165,0.25,0.75,3,26,-0.0006104450564139626,483.73256482198485,0.713327000819485
5166,0.25,0.75,3,27,-0.0007687468199882816,483.0938392242312,0.7102726702949343
5167,0.25,0.75,3,28,-0.007528393116462954,483.3318339543325,0.7120379513287091
5168,0.25,0.75,3,29,0.00011117156438903338,483.3012908207805,0.7119120525685604
5169,0.25,0.75,4,0,-0.008819270591745221,484.310709766394,0.709356843741634
5170,0.25,0.75,4,1,-0.0029498029052124988,483.21320998685724,0.7100883366381887
5171,0.25,0.75,4,2,-0.013794251854903142,483.5264413674817,0.7102141390533893
5172,0.25,0.75,4,3,-0.006231950335462501,484.2282640664562,0.712193092080243
5173,0.25,0.75,4,4,-0.0075790083086746856,484.3292700846773,0.714767192797458
5174,0.25,0.75,4,5,-0.009373150891716905,482.70605484411516,0.7063213610639076
5175,0.25,0.75,4,6,-0.008682844590482344,483.6856617259107,0.7090053625454039
5176,0.25,0.75,4,7,-0.004530957970402011,482.35075086180433,0.7080051567020865
5177,0.25,0.75,4,8,-0.009055025017918527,481.38612526435685,0.7035561724641294
5178,0.25,0.75,4,9,-0.010420949936398125,482.72102402098926,0.7080671271378787
5179,0.25,0.75,4,10,-0.008723898006284717,482.7773869875082,0.7052717771476734
5180,0.25,0.75,4,11,-0.00813456029492296,482.620937891874,0.7055359871735636
5181,0.25,0.75,4,12,-0.009703257853709573,482.65266912698894,0.7075112033219549
5182,0.25,0.75,4,13,-0.006039115709749618,481.36993401646004,0.7037604530138082
5183,0.25,0.75,4,14,-0.011794710115207607,481.6506951636978,0.7034772351477656
5184,0.25,0.75,4,15,-0.011472860331336154,482.7590620110418,0.7065874904803255
5185,0.25,0.75,4,16,-0.0038106727068857545,482.90083083072483,0.7089264979141655
5186,0.25,0.75,4,17,-0.014435899046712835,482.7502890439564,0.708781795564124
5187,0.25,0.75,4,18,-0.010924687544812567,484.5895977457119,0.7115360031507235
5188,0.25,0.75,4,19,-0.018351292422780205,485.71478637796764,0.7120934064388206
5189,0.25,0.75,4,20,-0.014432362974570784,484.99585532785187,0.7134257875941593
5190,0.25,0.75,4,21,-0.00546142898359515,482.9509214531706,0.7054281380995858
5191,0.25,0.75,4,22,-0.01760621990099184,484.0893373147078,0.7088987723659391
5192,0.25,0.75,4,23,-0.020524960389600003,484.57125883712587,0.7087718724194314
5193,0.25,0.75,4,24,-0.008759337786824367,482.85825997028513,0.7089152311460246
5194,0.25,0.75,4,25,-0.010782616439985992,481.87133062588856,0.7058454463481364
5195,0.25,0.75,4,26,-0.010756168589724308,482.88143834153834,0.709360991228667
5196,0.25,0.75,4,27,-0.011590830141180097,483.18554216366647,0.7132422192146572
5197,0.25,0.75,4,28,-0.023311920249036513,484.39910637415363,0.7126007637607955
5198,0.25,0.75,4,29,-0.020174598147414385,483.0236408565297,0.7084453161177527
5199,0.25,0.75,5,0,-0.0050258820904620595,482.7304338275851,0.7074775789179014
5200,0.25,0.75,5,1,0.00035778813933526793,483.40131355763174,0.7120659992054618
5201,0.25,0.75,5,2,0.002113288633918071,482.721357639817,0.7088329447424669
5202,0.25,0.75,5,3,-0.023392330359528923,484.30984817552775,0.7118219443243413
5203,0.25,0.75,5,4,-0.00407809078296945,485.0360528019659,0.7128912311816519
5204,0.25,0.75,5,5,0.00017682218150249598,482.4008045078853,0.7094095007286173
5205,0.25,0.75,5,6,-0.018111149263245873,485.03173376433966,0.7110553491130084
5206,0.25,0.75,5,7,-0.0015988112356555516,485.03709062875623,0.7105024070129001
5207,0.25,0.75,5,8,-0.0015629997209250558,483.9949622751178,0.7117531876035844
5208,0.25,0.75,5,9,0.0015930794043402668,482.7822774540698,0.7099441165231198
5209,0.25,0.75,5,10,0.0016527268521089554,481.5038492445569,0.7079539497339855
5210,0.25,0.75,5,11,0.0036439906694122337,483.61550314692846,0.7117345858960995
5211,0.25,0.75,5,12,-0.0038882275653162996,485.2203388280719,0.7143171904155751
5212,0.25,0.75,5,13,-0.009047343236203625,485.35654562255905,0.7139851316018522
5213,0.25,0.75,5,14,-0.00023661046296985974,482.41967448195186,0.7078658121782792
5214,0.25,0.75,5,15,-0.012830997058987803,482.990062157203,0.7107501573372565
5215,0.25,0.75,5,16,0.011011790917652434,480.42187101900817,0.7045713681190507
5216,0.25,0.75,5,17,-0.009880605434597697,483.1116386726239,0.7096086256156061
5217,0.25,0.75,5,18,-0.002500207914728575,481.12779412077293,0.7070539345056367
5218,0.25,0.75,5,19,0.004599336820950729,480.2172991131624,0.7025242643284896
5219,0.25,0.75,5,20,0.006136091002400308,481.3266433709842,0.7073881744807465
5220,0.25,0.75,5,21,-0.003935662678771129,482.0969859276515,0.7101828827222763
5221,0.25,0.75,5,22,-0.014999713015644576,482.56180539334633,0.7055757268202053
5222,0.25,0.75,5,23,-0.004188391594058191,484.938938322605,0.7144217936990556
5223,0.25,0.75,5,24,-0.00093997444577687,484.8025732156537,0.714339286473966
5224,0.25,0.75,5,25,0.0020745060531852794,482.4104095207088,0.7104911167342483
5225,0.25,0.75,5,26,-0.008843744570284551,484.49701603854027,0.711922964079532
5226,0.25,0.75,5,27,-0.00530345311329491,483.83127293428555,0.7119967614913424
5227,0.25,0.75,5,28,-0.0004988378579912448,482.60687546182606,0.7079241888751172
5228,0.25,0.75,5,29,-9.345780291305598e-05,481.6174213929173,0.705107627267108
5229,0.25,0.75,6,0,-0.010240261372479608,485.7303546470501,0.7145214812901481
5230,0.25,0.75,6,1,-0.007673964248478692,481.07925911519607,0.705161481007848
5231,0.25,0.75,6,2,-0.017124367502233298,486.10977698328367,0.714571499577275
5232,0.25,0.75,6,3,0.0010819919226869312,484.2559536927272,0.711797264313229
5233,0.25,0.75,6,4,-0.006668973255421202,482.9976950372618,0.7093436434781067
5234,0.25,0.75,6,5,0.00028497890324226394,484.0678663837031,0.7122310520249973
5235,0.25,0.75,6,6,-0.0123989046042884,484.9015155024117,0.7106721926250069
5236,0.25,0.75,6,7,-0.012793883048041238,483.48051218829306,0.7064262960055315
5237,0.25,0.75,6,8,0.006228852185458818,482.87235094820244,0.7070820275244634
5238,0.25,0.75,6,9,-0.0005666041737897171,482.9992934161825,0.7064978990957136
5239,0.25,0.75,6,10,-0.0035854440752326696,481.1650310718364,0.7050809572243223
5240,0.25,0.75,6,11,-0.00010174525271099595,482.3996303069284,0.708201811879098
5241,0.25,0.75,6,12,0.0021746778326290858,483.84563411298353,0.7099329574463217
5242,0.25,0.75,6,13,0.003563866917576116,480.7044574936931,0.7060045297646212
5243,0.25,0.75,6,14,0.0021592433364603556,481.09330698180014,0.7044981056166604
5244,0.25,0.75,6,15,-0.003909992553381411,482.12946139564247,0.7063151403385577
5245,0.25,0.75,6,16,-0.003382758927437455,484.6601035206945,0.7112757693406125
5246,0.25,0.75,6,17,-0.003516669885633363,482.5502757991365,0.7075805927686823
5247,0.25,0.75,6,18,-0.0018440157927239974,481.27341672150123,0.7076212547076698
5248,0.25,0.75,6,19,-0.0021967903148949566,483.59938513794685,0.7093858452570551
5249,0.25,0.75,6,20,-0.0030461893960306206,481.5694946990957,0.705331807697091
5250,0.25,0.75,6,21,-0.007536704589716258,484.0981670860517,0.7136376091655938
5251,0.25,0.75,6,22,-0.005314625695347119,484.8955878530533,0.7142265088852912
5252,0.25,0.75,6,23,-0.011435723582582588,484.3809409920539,0.7144716978694404
5253,0.25,0.75,6,24,-0.003935823459572653,485.3499668298676,0.7167026388152552
5254,0.25,0.75,6,25,-0.014211880622800752,483.9420569853293,0.7090535350779907
5255,0.25,0.75,6,26,0.004061539734099996,484.00106521537236,0.7132437748776579
5256,0.25,0.75,6,27,-0.007474131910866729,481.80771450139235,0.7089269633670724
5257,0.25,0.75,6,28,0.0013480956277991767,484.14079147544027,0.7146142113227377
5258,0.25,0.75,6,29,-0.0014761639808195022,481.7368527349404,0.7036356268365925
5259,0.25,0.75,7,0,-0.010143277826614389,485.9484340934917,0.7141922839818956
5260,0.25,0.75,7,1,-0.0018072832854099247,481.7506712543897,0.7074690362840576
5261,0.25,0.75,7,2,-0.0041898701103386575,484.5678057896744,0.7092477507882737
5262,0.25,0.75,7,3,-0.0037480075207200155,483.44554795966496,0.708445632729386
5263,0.25,0.75,7,4,0.00121084509349971,484.3043681219856,0.7143542613591863
5264,0.25,0.75,7,5,-0.010050268538787063,482.7981931935435,0.7076589434811874
5265,0.25,0.75,7,6,-0.008620491378868259,482.56450536116216,0.7082072408098071
5266,0.25,0.75,7,7,-0.014713378415203154,483.519797872555,0.7100156910562768
5267,0.25,0.75,7,8,-0.004411194897538856,485.03416868320187,0.7124575381579755
5268,0.25,0.75,7,9,-0.006994900111770512,483.33406375229225,0.709303792555415
5269,0.25,0.75,7,10,-0.00968719349793743,484.66499562568623,0.7132130565301175
5270,0.25,0.75,7,11,-0.00811820349777601,482.33528275443814,0.7080705848285631
5271,0.25,0.75,7,12,-0.009151321491253006,483.67422824430895,0.7082178021613598
5272,0.25,0.75,7,13,-0.003903825962989766,481.6696947235393,0.7077484702400009
5273,0.25,0.75,7,14,-0.003066326674264518,483.1569292393601,0.7107331703661703
5274,0.25,0.75,7,15,-0.009368691891848612,483.6304734024024,0.7080312586788732
5275,0.25,0.75,7,16,-0.012289555905945613,484.36322216002264,0.7086697088930767
5276,0.25,0.75,7,17,-0.010853345647518955,485.49126517488617,0.7122312891195671
5277,0.25,0.75,7,18,-0.0014841191895662252,483.33353119287244,0.7112445499828636
5278,0.25,0.75,7,19,0.006718399292119291,482.7571852057442,0.7103639293970249
5279,0.25,0.75,7,20,-0.005595425137821487,482.6773074359492,0.7071516027885564
5280,0.25,0.75,7,21,-0.008065018507103913,484.1027659843472,0.7105731076901889
5281,0.25,0.75,7,22,0.003077993330044345,482.6071314885068,0.708820072621606
5282,0.25,0.75,7,23,-0.01485412361188391,482.8836264394841,0.7071177545458776
5283,0.25,0.75,7,24,-0.003957989679796219,481.125193082617,0.7050919911221348
5284,0.25,0.75,7,25,-0.010074830113460886,485.0167786126062,0.7121595891074204
5285,0.25,0.75,7,26,-0.010641480724951177,482.09843152518806,0.7082840145332341
5286,0.25,0.75,7,27,-0.008858141009774584,484.8319110853275,0.7115004335395154
5287,0.25,0.75,7,28,-0.008625098314067403,483.0440652185771,0.7102145293799428
5288,0.25,0.75,7,29,-0.005399858142571083,483.8643052934871,0.7104371640971344
5289,0.25,0.75,8,0,0.0026612398807520274,482.2333227411311,0.7084574361919659
5290,0.25,0.75,8,1,0.004399985666768376,482.24770212433026,0.7062351829391286
5291,0.25,0.75,8,2,-0.0018384176873035285,484.740642377151,0.7112696837989252
5292,0.25,0.75,8,3,0.012348526383156621,482.3278901864575,0.7078921268791434
5293,0.25,0.75,8,4,0.002645755552556049,483.5041379012376,0.7130943276144314
5294,0.25,0.75,8,5,0.01211238211186542,482.24967154719315,0.7068982986125677
5295,0.25,0.75,8,6,0.004595873576778907,484.34244576419036,0.711658053729418
5296,0.25,0.75,8,7,-0.002083720374206612,484.0861886800778,0.7106407777135396
5297,0.25,0.75,8,8,0.0014932944955039263,482.7522105023655,0.7075672632518589
5298,0.25,0.75,8,9,0.0077920855517678,482.4136149259487,0.7084539090716989
5299,0.25,0.75,8,10,0.006489380829005027,483.2554068650297,0.7080823076833992
5300,0.25,0.75,8,11,-0.0002944485126245335,482.9184719815105,0.7076321941751674
5301,0.25,0.75,8,12,0.005798175658928172,482.8765046641849,0.7095388398761013
5302,0.25,0.75,8,13,0.009043961295952807,482.9627386171894,0.7100637165484623
5303,0.25,0.75,8,14,0.008480719436563137,482.73578410761957,0.7095001046062989
5304,0.25,0.75,8,15,-0.006323993051852286,483.5446700142008,0.707956799058386
5305,0.25,0.75,8,16,0.006554494431511404,482.32300828131923,0.7082083104270112
5306,0.25,0.75,8,17,-0.00267414888389265,484.5874025764544,0.7115892800636138
5307,0.25,0.75,8,18,0.006548730516565858,483.6757708094239,0.7100313620292859
5308,0.25,0.75,8,19,-0.005823468453926885,483.4433933579576,0.7105736185100314
5309,0.25,0.75,8,20,0.004247166504443403,483.2121329024983,0.7093300128053651
5310,0.25,0.75,8,21,0.0030073243710259288,483.018794589836,0.7097685163875967
5311,0.25,0.75,8,22,0.009205112450502371,483.19870829044856,0.7102857039806966
5312,0.25,0.75,8,23,0.006744287058991484,481.48727437028145,0.7074452535567451
5313,0.25,0.75,8,24,-0.0005766606665777487,484.94218225692225,0.7143403819050387
5314,0.25,0.75,8,25,0.001955389875650045,484.43561435307856,0.7108043232580773
5315,0.25,0.75,8,26,0.007391105792324058,482.5858845075779,0.7063230419869311
5316,0.25,0.75,8,27,-0.0045845589485335415,482.4939664543296,0.7094814955814915
5317,0.25,0.75,8,28,0.022200598238008722,481.6848993625381,0.7096361557260082
5318,0.25,0.75,8,29,-0.00320777897190766,485.58684987376887,0.7115878612898435
5319,0.25,0.75,9,0,-0.004206166972854762,482.6136381880062,0.7094868801826354
5320,0.25,0.75,9,1,-0.013584479379205164,481.9637491464717,0.7078377771934369
5321,0.25,0.75,9,2,-0.010476900654723578,483.15400435647285,0.7073276111516341
5322,0.25,0.75,9,3,-0.0071812566329414,485.48708605971825,0.7149510809011214
5323,0.25,0.75,9,4,-0.00046250701013461626,482.94599339965856,0.7083272921845417
5324,0.25,0.75,9,5,0.0005999956759593777,482.49411562094264,0.7078252915944564
5325,0.25,0.75,9,6,0.0009054497358717643,482.73856174447377,0.7103123889810835
5326,0.25,0.75,9,7,-0.015550991681174303,483.59908500737674,0.7118565440982364
5327,0.25,0.75,9,8,0.0020015351261706608,483.60619253556706,0.7102694613677715
5328,0.25,0.75,9,9,-0.010427178475202603,485.89721953787245,0.7152310846042096
5329,0.25,0.75,9,10,0.002491311786369988,481.8618064962616,0.7101773638584709
5330,0.25,0.75,9,11,0.0040124285344602245,481.99943503042806,0.7088897882026955
5331,0.25,0.75,9,12,0.002883371422229044,483.08813087742993,0.7105725237886634
5332,0.25,0.75,9,13,-0.0031539345114041336,481.92912301907853,0.7070830158889491
5333,0.25,0.75,9,14,-0.00379335030679565,484.7554700257668,0.7101864756030949
5334,0.25,0.75,9,15,-0.006107085872726015,483.96383987315295,0.7130286671901377
5335,0.25,0.75,9,16,-0.006658119048067096,484.8731288629137,0.7132788626694203
5336,0.25,0.75,9,17,-0.0102248425395072,485.2924226079324,0.7144676384468424
5337,0.25,0.75,9,18,-0.0033831529965146073,482.41629293419595,0.706490505536799
5338,0.25,0.75,9,19,-0.010825621794337622,484.84634383051963,0.7137537593129779
5339,0.25,0.75,9,20,-0.008346134394031257,484.6357535732969,0.7117973060206286
5340,0.25,0.75,9,21,-0.009374035794215469,484.1550361048764,0.7136123442023029
5341,0.25,0.75,9,22,-0.004412944028182114,483.1072569438804,0.7105292320196779
5342,0.25,0.75,9,23,-0.00020949373081006564,484.08448125372905,0.7118247597027976
5343,0.25,0.75,9,24,-0.0029206850118547547,483.8834331806451,0.7102404373064205
5344,0.25,0.75,9,25,-0.008706631345526128,483.69110916349274,0.7112601462388044
5345,0.25,0.75,9,26,-0.006731612286524348,483.13600289204834,0.7097393203854759
5346,0.25,0.75,9,27,-0.00726948276245952,481.8648763179909,0.70856026602029
5347,0.25,0.75,9,28,-0.006185355711380361,483.34350313045474,0.7098330694584659
5348,0.25,0.75,9,29,-0.008850154300169574,484.1537488983581,0.7106062355005159
5349,0.5,0.01,0,0,-0.8252470222925737,295.65546073257013,0.44635640852457614
5350,0.5,0.01,0,1,-0.7437468492901586,287.2908181746887,0.4360345301141546
5351,0.5,0.01,0,2,-0.5988786028339674,253.27922237062833,0.38383863242085
5352,0.5,0.01,0,3,-0.7523020996546904,271.61896249005594,0.4063137101730259
5353,0.5,0.01,0,4,-0.7264885543173977,289.05473594495646,0.4429533719608057
5354,0.5,0.01,0,5,-0.7935080496234512,293.7553879055238,0.454511434778595
5355,0.5,0.01,0,6,-0.47293548594893214,261.7486504257232,0.4017438550361254
5356,0.5,0.01,0,7,-0.772991578062105,292.7777864053891,0.45395793514023103
5357,0.5,0.01,0,8,-0.8117597622962612,293.10356031312097,0.4474768317715598
5358,0.5,0.01,0,9,-0.8375232674741868,273.692608056263,0.4136585065716952
5359,0.5,0.01,0,10,-0.6798194454437049,249.10682909053693,0.3794113296444843
5360,0.5,0.01,0,11,-0.5152641570630488,286.2980876607596,0.43288481829667397
5361,0.5,0.01,0,12,-0.5239039865175832,274.8745225364344,0.4254964985715805
5362,0.5,0.01,0,13,-0.7534760287166219,281.88266875497135,0.42761633209311495
5363,0.5,0.01,0,14,-0.6579105203878535,255.25865406541428,0.3891182098814028
5364,0.5,0.01,0,15,-0.6865626141224538,263.61153051390016,0.39909765479509157
5365,0.5,0.01,0,16,-0.7679718857903756,290.8047211412067,0.4442959815803842
5366,0.5,0.01,0,17,-0.5227541924853744,271.2796344412339,0.41212444758050193
5367,0.5,0.01,0,18,-0.7531705330700164,281.06980874458833,0.43101133612342407
5368,0.5,0.01,0,19,-0.5594930833876145,268.40075550981686,0.4077564468003645
5369,0.5,0.01,0,20,-0.7025415917839523,297.6489222509752,0.4571372740243551
5370,0.5,0.01,0,21,-0.49994911990919544,280.0771794548912,0.43371681087339775
5371,0.5,0.01,0,22,-0.8801152073609622,298.5646996147064,0.4565474883398985
5372,0.5,0.01,0,23,-0.7134778728788099,283.1142711608684,0.42936850759411566
5373,0.5,0.01,0,24,-0.783665171851553,267.01142274849315,0.4032352498363934
5374,0.5,0.01,0,25,-0.7261892160980747,296.48213479997065,0.4556911806097932
5375,0.5,0.01,0,26,-0.6512888048420525,249.39665797851242,0.3785170822358304
5376,0.5,0.01,0,27,-0.8621383363415117,284.84125320285597,0.4335971862059873
5377,0.5,0.01,0,28,-0.591065089895041,297.48761383238457,0.4614091078635329
5378,0.5,0.01,0,29,-0.7639161866948739,282.2126191323609,0.42784724123060713
5379,0.5,0.01,1,0,-0.7906860014622894,286.27452550398357,0.43571623382812036
5380,0.5,0.01,1,1,-0.677051315520127,276.36473671978797,0.41558743591708086
5381,0.5,0.01,1,2,-0.6616086304587802,279.5476749869731,0.42582552264123796
5382,0.5,0.01,1,3,-0.7599038569383868,287.34475476223975,0.4419371470183186
5383,0.5,0.01,1,4,-0.5477713831766354,288.6362329896387,0.44477185865006064
5384,0.5,0.01,1,5,-0.7491948067102555,307.4531905056611,0.4742506745375945
5385,0.5,0.01,1,6,-0.48329764180281615,284.5253140084336,0.4438244663203889
5386,0.5,0.01,1,7,-0.8014888782056683,289.32377531147944,0.43803027920175835
5387,0.5,0.01,1,8,-0.2048846074625659,247.48914439514684,0.3864785756431346
5388,0.5,0.01,1,9,-0.5191114075745562,281.98224973484184,0.4429515332424924
5389,0.5,0.01,1,10,-0.6257670492621968,279.7997732453857,0.4258919268091499
5390,0.5,0.01,1,11,-0.8129872220092466,299.3999587654761,0.4583804461925316
5391,0.5,0.01,1,12,-0.7511717028577541,280.15151070958,0.4345414428659165
5392,0.5,0.01,1,13,-0.5223012551312272,283.1541051162316,0.43724969013941034
5393,0.5,0.01,1,14,-0.6860722200501534,288.338693065908,0.4456744050588071
5394,0.5,0.01,1,15,-0.5296726288995887,294.399214845672,0.4501317132254261
5395,0.5,0.01,1,16,-0.30414675440430033,257.72461565890507,0.39240861116800047
5396,0.5,0.01,1,17,-0.5739761072806054,286.95445675437685,0.43928316865064604
5397,0.5,0.01,1,18,-0.5017929631319507,277.5172565300664,0.41723298482030674
5398,0.5,0.01,1,19,-0.7241429839313812,272.4410254309042,0.41406333554703506
5399,0.5,0.01,1,20,-0.76961530347435,280.7921631753166,0.4295244333352959
5400,0.5,0.01,1,21,-0.7895615808992518,294.79548146261595,0.45166352645785834
5401,0.5,0.01,1,22,-0.7030401248337078,274.12980575846575,0.4217100452887353
5402,0.5,0.01,1,23,-0.7139344819543342,289.9316289397561,0.4479939632015973
5403,0.5,0.01,1,24,-0.7033316001419664,286.98874981882585,0.44040485684569824
5404,0.5,0.01,1,25,-0.7522899497014932,235.46144662079928,0.34669288874092463
5405,0.5,0.01,1,26,-0.8563183484668473,286.1272357988143,0.43904526249684195
5406,0.5,0.01,1,27,-0.6113904041121372,296.9774507617798,0.45454535866043755
5407,0.5,0.01,1,28,-0.5326124454451872,260.9314038379075,0.39657031498620693
5408,0.5,0.01,1,29,-0.7661565972426625,282.01862375846065,0.42597195950864625
5409,0.5,0.01,2,0,-0.7292571851788666,286.3020076023086,0.43596564412748023
5410,0.5,0.01,2,1,-0.46982545487332894,244.6345580342693,0.3728461478101246
5411,0.5,0.01,2,2,-0.6187739543904253,247.00054225612038,0.3829949685031044
5412,0.5,0.01,2,3,-0.32860488323583753,232.83792276543136,0.3540010799140716
5413,0.5,0.01,2,4,-0.7211714883590084,269.0354752700702,0.41452106934982286
5414,0.5,0.01,2,5,-0.4939723620212169,258.26508149018184,0.3926024506595481
5415,0.5,0.01,2,6,-0.8107279104115502,273.06763925710044,0.4163510677624167
5416,0.5,0.01,2,7,-0.8260222152046168,264.7229575398322,0.41053796865913234
5417,0.5,0.01,2,8,-0.33559869290455363,249.4887137603347,0.37783519833626106
5418,0.5,0.01,2,9,-0.55805018732866,268.7337304562345,0.40866538543241354
5419,0.5,0.01,2,10,-0.5725318981307533,247.50583771753318,0.37231476735939406
5420,0.5,0.01,2,11,-0.7432731482841545,275.6644752143464,0.4294542595432247
5421,0.5,0.01,2,12,-0.7285212284590218,267.72155733168563,0.4159956008092423
5422,0.5,0.01,2,13,-0.7691193269479046,232.86980784835487,0.3474504868089506
5423,0.5,0.01,2,14,-0.565047825850029,250.8884956738536,0.3839306491461933
5424,0.5,0.01,2,15,-0.757865169537474,252.84544204483436,0.3894396748399866
5425,0.5,0.01,2,16,-0.7767107767806123,276.38196054409053,0.42466410961722906
5426,0.5,0.01,2,17,-0.5797359763231459,271.06686289918673,0.41990684883228546
5427,0.5,0.01,2,18,-0.747526285164659,236.89768303753326,0.3494431924076884
5428,0.5,0.01,2,19,-0.6684742824398451,251.50658432388082,0.3778512731913189
5429,0.5,0.01,2,20,-0.6208589542142684,255.46591247681567,0.3818220655050031
5430,0.5,0.01,2,21,-0.9026253078585545,280.99265447017916,0.4270611147077985
5431,0.5,0.01,2,22,-0.7114913017250758,262.738181362468,0.40749837435517283
5432,0.5,0.01,2,23,-0.8122585953883606,286.2298709547311,0.4410148860444238
5433,0.5,0.01,2,24,-0.6799090259956045,268.0055579000582,0.41670853224734755
5434,0.5,0.01,2,25,-0.7476522270196734,272.92803525588533,0.42142421246116885
5435,0.5,0.01,2,26,-0.6474639633110861,270.11169649299933,0.4219876579778539
5436,0.5,0.01,2,27,-0.7691202118582893,253.20021028914076,0.3853951454839133
5437,0.5,0.01,2,28,-0.6438161716555741,237.75445164640857,0.3647297821601691
5438,0.5,0.01,2,29,-0.7463847688544493,287.08322930907667,0.4466176348848541
5439,0.5,0.01,3,0,-0.43761824000928434,239.13640735632126,0.3600948624031813
5440,0.5,0.01,3,1,-0.619738372202567,249.20856233472634,0.37012324431325
5441,0.5,0.01,3,2,-0.7689243047182334,247.5641569583893,0.376126689840335
5442,0.5,0.01,3,3,-0.7538737529917707,255.51634904831835,0.3843028601680663
5443,0.5,0.01,3,4,-0.5671342146456896,274.79845354129196,0.43015644417829213
