,er_p,cognitive_translate,cognitive_exponent,repetition,measure,pen_name,data,pearson,euclidean,mape
30,0.05,0,2,0,opinion-timeseries,dem,"[68.       68.       68.       59.333332 59.266666 59.266666 59.266666
 64.23333  64.23333  64.2      62.8      61.9      60.466667 60.466667
 59.466667 59.466667 59.466667 59.466667 58.4      57.6      51.366665
 51.366665 51.966667 46.333332 41.4      36.933334 33.633335 33.633335
 33.633335 33.633335 33.633335 33.633335 33.633335 33.633335 29.6
 35.566666 35.566666 41.266666 41.266666 41.266666 41.266666 42.5
 42.466667 41.833332 41.833332 47.       51.133335 55.       60.733334
 59.766666 61.7      61.666668 60.933334 60.3      61.9      61.9
 61.9      61.733334 61.733334 61.733334 63.233334 64.26667  64.26667
 57.733334]",-0.2682462154989638,318.63213195837943,0.4026495505996691
31,0.05,0,2,0,opinion-timeseries,mod,"[39.       50.466667 55.433334 49.566666 49.466667 44.766666 44.766666
 50.366665 55.666668 60.166668 53.9      53.5      52.933334 52.933334
 52.2      51.433334 51.433334 42.       40.966667 40.3      34.333332
 38.6      44.566666 38.566666 30.066668 23.4      19.033333 25.366667
 25.366667 31.433332 36.733334 38.466667 40.233334 44.266666 39.233334
 43.333332 46.966667 49.266666 43.033333 37.366665 32.633335 34.266666
 34.266666 38.533333 42.7      48.1      52.166668 55.133335 57.633335
 56.733334 59.5      59.666668 58.566666 57.7      58.2      57.1
 57.066666 56.866665 56.033333 56.033333 56.733334 57.333332 51.566666
 46.      ]",-0.04079773378480722,248.03314350728422,0.36627787571307524
32,0.05,0,2,0,opinion-timeseries,rep,"[49.       60.033333 64.46667  55.566666 55.566666 49.9      49.866665
 53.966667 58.266666 62.3      54.8      54.433334 54.033333 54.033333
 53.633335 52.533333 52.533333 40.666668 40.366665 39.766666 36.366665
 40.833332 46.5      42.133335 33.833332 26.166666 21.066668 27.233334
 27.233334 32.9      38.366665 37.833332 38.033333 42.366665 37.933334
 40.733334 44.9      46.666668 39.9      34.066666 29.433332 32.233334
 32.233334 36.866665 40.766666 45.833332 48.833332 50.933334 52.4
 52.033333 53.9      54.066666 53.6      53.233334 53.866665 52.933334
 52.866665 52.866665 52.1      52.1      52.8      53.333332 48.
 46.166668]",-0.2987581364870824,173.95190800801706,0.29602958234243915
33,0.05,0,2,1,opinion-timeseries,dem,"[73.       73.       73.       65.6      65.46667  65.46667  65.46667
 69.566666 69.566666 69.566666 68.2      67.46667  66.53333  66.53333
 65.166664 65.166664 65.166664 65.166664 63.866665 62.866665 55.733334
 55.733334 56.733334 49.9      45.266666 40.3      35.666668 35.666668
 35.666668 35.666668 35.666668 35.666668 35.666668 35.666668 31.366667
 37.4      37.4      42.733334 42.733334 42.733334 42.733334 43.5
 43.466667 42.866665 42.866665 47.766666 52.033333 56.466667 62.666668
 61.566666 63.9      63.866665 62.733334 61.866665 63.366665 63.366665
 63.366665 63.266666 63.266666 63.266666 64.933334 66.3      66.3
 58.533333]",-0.37015553179702104,301.1270495956326,0.3714821112689617
34,0.05,0,2,1,opinion-timeseries,mod,"[43.       53.733334 58.9      51.933334 51.833332 46.266666 46.266666
 51.       55.733334 60.766666 54.7      54.333332 53.966667 53.966667
 52.833332 51.9      51.9      43.433334 42.866665 42.1      36.533333
 41.133335 46.333332 39.566666 30.6      23.533333 18.833334 26.
 26.       31.566668 36.733334 37.866665 39.666668 43.866665 39.4
 43.6      47.466667 49.7      43.1      37.366665 33.3      36.2
 36.166668 39.7      43.8      50.433334 55.266666 58.133335 60.066666
 59.3      61.833332 61.966667 61.233334 60.       60.733334 59.933334
 59.766666 59.6      58.733334 58.733334 59.166668 59.9      53.733334
 48.533333]",-0.051995496449570223,239.38115965709434,0.34861220969448103
35,0.05,0,2,1,opinion-timeseries,rep,"[50.       59.1      63.       54.       54.       47.933334 47.933334
 52.366665 56.933334 61.366665 53.466667 53.166668 52.5      52.5
 52.       51.233334 51.233334 39.766666 39.466667 39.       35.166668
 39.9      46.133335 41.866665 33.033333 25.633333 19.566668 26.833334
 26.833334 32.7      37.633335 37.733334 37.766666 42.366665 38.2
 41.8      46.033333 48.       41.066666 35.533333 30.533333 32.366665
 32.366665 36.766666 40.6      45.2      48.3      50.933334 51.966667
 51.433334 53.6      53.9      53.633335 53.166668 53.833332 52.966667
 52.833332 52.8      52.3      52.3      52.866665 53.3      48.366665
 46.233334]",-0.25819530828863574,174.83171438018636,0.29938030925319803
36,0.05,0,2,2,opinion-timeseries,dem,"[62.       62.       62.       55.533333 55.4      55.4      55.4
 60.933334 60.933334 60.933334 59.9      59.       57.466667 57.466667
 56.333332 56.333332 56.333332 56.333332 55.433334 54.7      49.
 49.       50.6      43.833332 38.9      35.       31.433332 31.433332
 31.433332 31.433332 31.433332 31.433332 31.433332 31.433332 27.733334
 34.2      34.2      40.133335 40.133335 40.133335 40.133335 41.566666
 41.533333 40.7      40.7      46.366665 50.6      54.366665 59.666668
 58.5      60.133335 60.066666 59.066666 58.1      59.7      59.7
 59.7      59.5      59.5      59.5      60.733334 62.133335 62.133335
 55.566666]",-0.1905829513099057,333.34556155427276,0.4292778747982565
37,0.05,0,2,2,opinion-timeseries,mod,"[34.       47.5      52.933334 48.566666 48.566666 44.066666 44.066666
 50.433334 56.166668 61.2      55.1      54.733334 54.2      54.2
 53.333332 52.433334 52.433334 43.466667 42.6      41.766666 36.433334
 40.966667 46.166668 40.266666 31.5      25.133333 20.1      26.633333
 26.633333 31.966667 37.466667 39.266666 40.766666 45.166668 40.033333
 44.666668 48.866665 51.166668 45.3      39.333332 33.7      35.166668
 35.166668 39.866665 43.866665 50.466667 54.066666 56.566666 58.4
 57.533333 59.633335 59.8      58.9      58.066666 59.033333 58.033333
 58.       57.866665 56.966667 56.966667 57.4      57.733334 51.933334
 46.733334]",0.04300895172650876,240.1517629600772,0.3559802847876202
38,0.05,0,2,2,opinion-timeseries,rep,"[47.       58.566666 62.933334 55.066666 55.066666 48.3      48.3
 53.1      58.233334 62.3      53.9      53.5      53.066666 53.066666
 52.433334 51.7      51.7      40.2      39.7      39.366665 35.533333
 41.066666 47.866665 44.033333 34.366665 26.633333 21.       27.066668
 27.066668 32.766666 38.3      37.266666 37.833332 42.3      38.4
 41.2      45.833332 47.566666 41.566666 35.533333 30.833334 32.8
 32.8      37.2      41.033333 45.4      48.7      50.733334 52.
 51.566666 53.466667 53.733334 53.533333 53.2      53.833332 53.233334
 53.2      53.2      52.5      52.466667 53.1      53.766666 48.266666
 45.9     ]",-0.25914115105874186,172.4919036551301,0.29458852911380673
39,0.05,0,2,3,opinion-timeseries,dem,"[64.       64.       64.       56.866665 56.7      56.7      56.7
 61.4      61.4      61.366665 59.9      58.833332 57.533333 57.533333
 56.5      56.5      56.466667 56.466667 55.2      54.2      48.433334
 48.433334 50.133335 43.966667 39.166668 34.3      29.833334 29.833334
 29.833334 29.833334 29.833334 29.833334 29.833334 29.833334 27.2
 34.166668 34.166668 40.966667 40.966667 40.966667 40.966667 41.6
 41.566666 40.866665 40.866665 46.166668 50.933334 55.       60.833332
 59.933334 61.9      61.9      60.966667 60.1      61.333332 61.333332
 61.333332 61.233334 61.233334 61.233334 62.4      63.9      63.9
 56.766666]",-0.17448543765890592,331.92809028228857,0.4241998511410223
40,0.05,0,2,3,opinion-timeseries,mod,"[48.       57.466667 62.233334 55.2      55.066666 50.433334 50.433334
 55.766666 60.266666 63.9      56.8      56.333332 55.966667 55.966667
 54.733334 53.633335 53.633335 44.666668 44.1      42.866665 37.133335
 41.766666 46.533333 40.666668 31.5      25.266666 19.633333 26.2
 26.2      31.333334 37.066666 38.666668 40.033333 44.3      39.4
 43.633335 47.8      50.366665 43.233334 38.366665 33.033333 35.133335
 35.066666 39.633335 43.233334 49.266666 51.8      55.6      57.766666
 56.633335 58.966667 59.033333 58.133335 57.233334 58.033333 57.
 56.966667 56.866665 55.833332 55.833332 56.333332 56.666668 50.166668
 45.533333]",-0.2376877379534961,241.38381756027806,0.3472386423470964
41,0.05,0,2,3,opinion-timeseries,rep,"[44.       55.766666 61.1      52.733334 52.733334 47.166668 47.166668
 52.3      56.866665 61.       53.033333 52.666668 52.233334 52.166668
 51.6      50.9      50.9      39.666668 39.266666 38.833332 35.166668
 40.1      46.333332 41.266666 33.033333 26.9      21.6      28.733334
 28.7      33.533333 38.433334 38.533333 38.133335 42.4      38.033333
 41.933334 46.733334 49.233334 43.133335 37.266666 33.2      34.4
 34.4      38.8      42.066666 46.8      49.866665 51.8      53.2
 52.533333 54.433334 54.566666 54.233334 53.833332 54.166668 53.433334
 53.433334 53.433334 52.5      52.5      53.       53.466667 47.5
 44.933334]",-0.1696507513998611,168.80120532246917,0.2874849883041323
42,0.05,0,2,4,opinion-timeseries,dem,"[64.       64.       64.       57.1      56.9      56.9      56.9
 62.366665 62.366665 62.366665 61.333332 60.033333 59.066666 59.066666
 58.133335 58.133335 58.1      58.1      57.133335 56.233334 49.066666
 49.066666 50.9      44.466667 39.466667 34.966667 30.1      30.1
 30.1      30.1      30.1      30.1      30.1      30.1      26.733334
 32.4      32.4      38.066666 38.066666 38.066666 38.066666 40.433334
 40.433334 39.733334 39.733334 44.933334 50.033333 54.166668 60.2
 59.4      61.9      61.833332 60.966667 60.233334 61.666668 61.666668
 61.666668 61.466667 61.466667 61.466667 62.833332 64.26667  64.26667
 56.966667]",-0.20023147963631102,333.11858073353363,0.42300413470762455
43,0.05,0,2,4,opinion-timeseries,mod,"[35.       49.1      54.766666 49.7      49.666668 44.8      44.8
 50.666668 55.466667 60.1      53.966667 53.6      53.166668 53.133335
 52.166668 51.233334 51.233334 42.5      41.766666 41.166668 35.633335
 39.1      45.3      39.433334 30.7      25.333334 20.066668 26.4
 26.4      32.966667 37.933334 38.766666 40.333332 44.666668 39.466667
 43.733334 47.133335 49.2      43.566666 37.566666 33.033333 35.266666
 35.233334 39.8      44.066666 49.5      53.533333 56.166668 57.3
 56.666668 58.766666 58.866665 58.2      57.6      58.333332 57.466667
 57.4      57.333332 56.7      56.7      57.266666 57.766666 51.633335
 46.7     ]",-0.0010332134308072005,243.95238440076676,0.362152001408831
44,0.05,0,2,4,opinion-timeseries,rep,"[45.       56.5      61.933334 54.       53.966667 48.4      48.4
 52.533333 56.8      60.933334 52.7      52.333332 51.933334 51.933334
 51.7      50.8      50.8      39.766666 39.333332 38.933334 34.566666
 38.866665 45.4      42.033333 33.       26.333334 20.8      26.9
 26.9      33.3      38.433334 38.266666 37.766666 41.533333 37.8
 40.7      44.733334 47.333332 40.9      35.033333 30.166666 32.633335
 32.633335 37.5      41.933334 46.733334 49.833332 51.3      52.7
 52.366665 53.933334 54.166668 53.8      53.166668 53.766666 52.933334
 52.733334 52.733334 52.333332 52.266666 52.866665 53.5      48.233334
 45.6     ]",-0.21145953553086705,173.82985395761193,0.2960140842576888
45,0.05,0,2,5,opinion-timeseries,dem,"[70.       70.       70.       62.233334 62.166668 62.166668 62.166668
 66.666664 66.666664 66.666664 65.46667  64.36667  62.8      62.8
 62.1      62.1      62.1      62.1      61.166668 60.       52.833332
 52.833332 53.933334 46.666668 41.266666 36.7      32.5      32.5
 32.5      32.5      32.5      32.5      32.5      32.5      28.6
 34.7      34.7      40.7      40.7      40.7      40.7      41.1
 41.066666 40.4      40.4      46.766666 51.166668 55.3      60.733334
 59.833332 61.533333 61.533333 60.733334 59.5      61.6      61.6
 61.6      61.366665 61.366665 61.366665 63.033333 64.433334 64.433334
 56.466667]",-0.33365741980945673,319.3450735820021,0.3977446119308866
46,0.05,0,2,5,opinion-timeseries,mod,"[46.       56.633335 60.933334 54.433334 54.333332 49.733334 49.733334
 54.233334 59.       63.333332 56.7      56.233334 55.6      55.6
 54.733334 53.7      53.666668 45.766666 44.9      44.3      38.433334
 42.566666 47.633335 41.4      32.8      26.233334 20.966667 27.566668
 27.566668 33.8      38.8      40.533333 41.766666 45.466667 40.033333
 44.766666 48.7      51.166668 43.933334 38.033333 32.833332 35.1
 35.1      38.966667 43.9      50.333332 54.6      57.366665 59.433334
 58.9      60.966667 61.2      60.133335 59.033333 59.733334 58.9
 58.8      58.733334 58.066666 58.066666 58.6      59.166668 53.166668
 47.966667]",-0.1429870157394656,233.08525324578653,0.33610235647442743
47,0.05,0,2,5,opinion-timeseries,rep,"[45.       56.066666 60.833332 54.066666 54.066666 47.433334 47.433334
 52.2      57.133335 61.233334 53.       52.8      52.266666 52.266666
 51.766666 50.7      50.7      39.066666 38.766666 38.4      34.533333
 39.033333 45.8      41.266666 32.4      25.866667 19.8      26.7
 26.7      32.666668 37.766666 38.       37.566666 42.4      38.033333
 41.8      45.633335 47.366665 41.4      36.3      31.766666 33.4
 33.4      38.366665 41.8      45.633335 49.066666 51.       52.1
 51.7      53.666668 53.933334 53.633335 53.4      54.1      53.633335
 53.533333 53.5      52.933334 52.933334 53.533333 54.066666 48.9
 46.533333]",-0.1893628941911439,173.0946153843068,0.2949094125449365
48,0.05,0,2,6,opinion-timeseries,dem,"[68.       68.       68.       60.366665 60.233334 60.233334 60.233334
 64.63333  64.63333  64.566666 63.4      62.333332 61.466667 61.466667
 60.433334 60.433334 60.433334 60.433334 59.5      58.366665 51.933334
 51.933334 53.866665 47.133335 42.4      37.733334 34.133335 34.133335
 34.133335 34.133335 34.133335 34.133335 34.133335 34.133335 30.866667
 36.666668 36.666668 42.466667 42.466667 42.466667 42.466667 43.833332
 43.733334 43.2      43.2      48.566666 52.933334 57.4      62.933334
 61.766666 63.766666 63.7      62.733334 61.633335 63.3      63.3
 63.3      63.2      63.2      63.2      64.666664 65.76667  65.76667
 59.033333]",-0.23316642686462263,310.34443776476076,0.39091657237432037
49,0.05,0,2,6,opinion-timeseries,mod,"[39.       50.733334 56.3      50.933334 50.766666 45.6      45.6
 50.133335 55.833332 60.566666 55.2      54.833332 54.366665 54.366665
 53.333332 52.366665 52.333332 42.966667 42.233334 41.733334 35.066666
 39.533333 44.166668 38.666668 30.766666 24.366667 19.6      26.1
 26.1      31.766666 37.033333 37.633335 38.866665 43.5      39.166668
 44.033333 48.233334 51.066666 44.7      39.1      34.533333 36.766666
 36.733334 41.3      45.5      50.833332 54.633335 57.3      58.866665
 58.1      60.5      60.6      60.266666 59.766666 60.466667 59.5
 59.466667 59.366665 58.366665 58.366665 59.       59.433334 53.466667
 48.5     ]",-0.01743287506971996,239.5475800184036,0.3503768459232553
50,0.05,0,2,6,opinion-timeseries,rep,"[52.       62.566666 67.066666 57.666668 57.666668 51.1      51.033333
 55.       59.433334 63.433334 56.2      55.933334 55.566666 55.566666
 55.233334 54.233334 54.233334 40.8      40.666668 40.3      36.6
 41.533333 47.533333 43.333332 34.9      27.366667 21.3      27.333334
 27.333334 32.4      37.266666 37.533333 36.533333 41.233334 38.1
 41.666668 45.7      47.333332 41.966667 36.533333 32.066666 33.966667
 33.966667 39.066666 42.666668 47.1      49.666668 51.1      53.033333
 52.6      54.733334 55.       54.5      54.066666 54.3      53.533333
 53.433334 53.366665 52.666668 52.633335 53.233334 53.733334 48.533333
 46.4     ]",-0.3380694914721262,170.1371996587385,0.2903255295433152
51,0.05,0,2,7,opinion-timeseries,dem,"[76.       76.       76.       67.26667  67.066666 67.066666 67.066666
 70.36667  70.36667  70.333336 68.76667  67.46667  66.36667  66.36667
 65.36667  65.36667  65.36667  65.36667  64.166664 63.2      56.466667
 56.466667 56.733334 48.833332 43.6      38.566666 34.466667 34.466667
 34.466667 34.466667 34.466667 34.466667 34.466667 34.466667 30.4
 36.266666 36.266666 41.733334 41.733334 41.733334 41.733334 42.933334
 42.933334 42.3      42.3      47.033333 51.1      55.1      60.533333
 59.533333 61.7      61.666668 60.833332 59.866665 61.533333 61.533333
 61.533333 61.466667 61.466667 61.466667 63.033333 64.3      64.3
 57.466667]",-0.4450752242340849,308.693105974526,0.3805993733401145
52,0.05,0,2,7,opinion-timeseries,mod,"[49.       58.833332 63.1      55.266666 55.1      50.1      50.1
 55.3      60.033333 63.566666 57.466667 57.133335 56.533333 56.533333
 55.6      54.666668 54.666668 44.7      43.933334 43.233334 37.4
 40.9      46.066666 40.2      31.1      23.733334 18.533333 25.3
 25.3      31.833334 36.933334 38.566666 39.533333 43.666668 38.333332
 42.666668 46.9      49.233334 42.5      37.5      33.3      34.6
 34.5      39.766666 43.633335 48.966667 53.533333 56.833332 58.6
 58.066666 60.633335 60.733334 59.733334 58.766666 59.4      58.733334
 58.666668 58.5      57.933334 57.933334 58.433334 59.133335 53.266666
 48.333332]",-0.20831011625260396,240.1020072345685,0.34333397039956653
53,0.05,0,2,7,opinion-timeseries,rep,"[45.       55.6      60.466667 52.233334 52.233334 45.666668 45.6
 50.1      54.966667 59.333332 51.833332 51.466667 50.9      50.9
 50.533333 49.633335 49.633335 38.6      38.233334 37.833332 34.466667
 38.966667 44.533333 40.166668 31.433332 24.433332 18.866667 25.666666
 25.666666 31.266666 35.9      36.533333 36.766666 41.633335 37.7
 40.933334 45.733334 46.766666 40.433334 35.366665 30.833334 32.466667
 32.466667 37.033333 40.466667 44.6      47.4      49.633335 50.3
 49.733334 51.733334 52.033333 51.733334 51.333332 52.166668 51.166668
 51.       51.       50.466667 50.466667 51.533333 52.433334 47.133335
 44.933334]",-0.2170716163336181,181.38019490883607,0.3110543992717002
54,0.05,0,2,8,opinion-timeseries,dem,"[64.       64.       64.       56.566666 56.5      56.5      56.5
 61.866665 61.866665 61.866665 60.566666 59.4      58.2      58.2
 57.133335 57.133335 57.1      57.1      56.       55.1      47.4
 47.4      48.866665 42.333332 37.7      33.066666 29.433332 29.433332
 29.433332 29.433332 29.433332 29.433332 29.433332 29.433332 26.033333
 32.666668 32.666668 38.066666 38.066666 38.066666 38.066666 38.766666
 38.766666 38.2      38.2      43.733334 48.633335 52.766666 59.1
 58.333332 60.033333 60.033333 59.       58.1      59.7      59.7
 59.7      59.533333 59.533333 59.533333 61.5      62.8      62.8
 55.666668]",-0.23433086761574212,341.04476671442984,0.43442249308051006
55,0.05,0,2,8,opinion-timeseries,mod,"[38.       51.7      57.166668 52.933334 52.866665 48.       48.
 53.6      58.566666 62.733334 56.533333 56.033333 55.7      55.7
 54.666668 53.766666 53.766666 45.466667 44.6      44.1      39.133335
 43.066666 48.166668 42.166668 33.466667 27.266666 21.       27.766666
 27.733334 34.133335 39.533333 40.666668 41.6      45.7      39.9
 44.8      48.9      51.166668 44.5      38.933334 34.466667 36.166668
 36.166668 40.4      44.5      50.1      53.466667 57.033333 59.1
 58.2      59.9      60.066666 59.266666 58.5      59.2      58.333332
 58.3      58.2      57.7      57.7      58.533333 58.933334 53.6
 48.733334]",-0.056493100363675886,232.0190271148039,0.3374873218214074
56,0.05,0,2,8,opinion-timeseries,rep,"[45.       56.733334 62.133335 55.366665 55.366665 49.366665 49.366665
 53.666668 58.333332 62.566666 54.       53.766666 53.333332 53.3
 52.8      51.866665 51.866665 40.366665 40.066666 39.5      35.733334
 39.933334 46.2      42.333332 33.833332 26.466667 20.966667 27.233334
 27.233334 32.3      37.1      36.733334 36.3      40.333332 36.533333
 40.033333 44.533333 46.7      39.366665 34.033333 29.7      32.2
 32.133335 37.133335 40.7      45.233334 48.7      50.833332 52.166668
 51.7      54.233334 54.633335 54.166668 53.533333 54.266666 53.533333
 53.5      53.5      52.6      52.566666 53.133335 53.6      47.866665
 44.866665]",-0.2495219694539498,175.2104818415575,0.2965242485465987
57,0.05,0,2,9,opinion-timeseries,dem,"[67.       67.       67.       59.566666 59.366665 59.366665 59.366665
 63.9      63.9      63.9      62.9      61.566666 60.766666 60.766666
 59.766666 59.766666 59.666668 59.666668 58.766666 57.6      50.8
 50.8      52.6      45.833332 40.666668 35.9      31.933332 31.933332
 31.933332 31.933332 31.933332 31.933332 31.933332 31.933332 28.866667
 35.466667 35.466667 40.866665 40.866665 40.866665 40.866665 41.966667
 41.9      41.133335 41.133335 46.833332 51.633335 55.533333 61.1
 60.133335 62.133335 62.133335 60.933334 59.933334 61.433334 61.433334
 61.433334 61.4      61.4      61.4      62.766666 64.066666 64.066666
 56.933334]",-0.2564437508923466,322.3631162823592,0.40661037004063727
58,0.05,0,2,9,opinion-timeseries,mod,"[33.       45.933334 51.866665 46.266666 46.166668 41.5      41.5
 46.8      51.433334 56.       50.733334 50.366665 50.       50.
 49.266666 48.133335 48.133335 40.8      40.233334 39.4      33.733334
 38.       43.9      37.7      30.2      23.3      18.066668 24.1
 24.1      30.366667 35.433334 36.8      38.133335 42.6      38.
 42.2      45.433334 47.833332 41.3      36.       31.233334 33.333332
 33.333332 37.633335 42.133335 47.733334 52.033333 54.7      56.533333
 55.666668 57.666668 57.8      57.033333 56.166668 56.833332 55.866665
 55.766666 55.533333 54.5      54.5      55.266666 55.933334 50.266666
 44.9     ]",0.05846770366256946,258.07968239941954,0.3912879256115116
59,0.05,0,2,9,opinion-timeseries,rep,"[51.       61.4      65.8      56.766666 56.733334 50.333332 50.3
 54.666668 59.033333 63.033333 55.633335 55.433334 55.166668 55.166668
 54.866665 53.966667 53.966667 42.766666 42.5      42.066666 38.166668
 42.8      48.733334 43.966667 34.966667 28.       21.033333 27.433332
 27.433332 33.466667 38.166668 37.233334 37.4      41.433334 36.933334
 40.833332 44.566666 46.066666 39.433334 33.933334 29.4      30.433332
 30.366667 35.433334 39.6      44.3      48.1      49.966667 50.833332
 50.4      52.133335 52.3      51.866665 51.4      52.1      51.6
 51.5      51.5      50.666668 50.633335 51.1      51.7      46.833332
 44.266666]",-0.3968452130579854,176.67951007169796,0.30098254388638185
