,er_p,simple_spread_chance,repetition,measure,pen_name,data,pearson,euclidean,mape
591,0.5,0.05,9,opinion-timeseries,dem,"[63.       63.       63.       54.233334 52.       52.       52.
 54.3      54.3      51.533333 46.266666 44.566666 42.066666 42.066666
 37.733334 37.733334 35.7      35.7      33.733334 32.466667 29.3
 29.3      30.366667 27.1      24.966667 22.166666 19.966667 19.966667
 18.666666 18.666666 18.666666 18.666666 18.666666 18.666666 18.
 22.633333 22.633333 25.966667 25.966667 25.966667 25.966667 28.233334
 25.633333 24.666666 24.666666 31.333334 37.9      44.066666 49.766666
 47.333332 46.733334 42.566666 38.633335 34.266666 37.       37.
 37.       35.266666 35.266666 35.266666 36.233334 38.3      38.3
 36.266666]",-0.5755593611301345,451.56540246034257,0.5887512623685228
592,0.5,0.05,9,opinion-timeseries,mod,"[43.       48.533333 50.9      37.566666 35.7      32.366665 31.1
 33.366665 36.866665 37.8      31.566668 30.3      28.8      27.4
 24.766666 23.466667 22.333334 20.       19.2      18.033333 15.466666
 20.233334 26.633333 24.233334 18.733334 14.666667 11.633333 16.566668
 15.5      20.233334 24.033333 26.266666 27.266666 30.666666 29.133333
 32.4      36.5      37.9      34.5      31.033333 28.733334 34.133335
 29.166666 30.7      32.566666 38.533333 41.7      44.033333 44.633335
 42.133335 45.266666 45.366665 38.533333 33.9      35.1      32.966667
 31.4      30.2      28.6      27.133333 29.366667 31.3      28.633333
 27.1     ]",-0.2974357075522048,365.87080472251165,0.5749532247917499
593,0.5,0.05,9,opinion-timeseries,rep,"[48.       53.6      56.       42.833332 40.4      36.533333 34.533333
 35.166668 38.266666 39.3      31.633333 30.3      28.666666 26.833334
 24.533333 23.233334 22.2      20.066668 19.366667 18.3      15.9
 20.133333 26.5      23.766666 18.533333 14.533334 11.133333 15.466666
 15.033334 19.366667 23.733334 25.6      27.2      30.866667 29.233334
 32.933334 36.333332 37.866665 34.133335 30.8      28.3      33.466667
 29.4      31.133333 32.433334 36.966667 40.833332 43.066666 43.166668
 40.866665 45.       46.466667 40.2      34.833332 35.8      33.8
 32.       30.166666 28.666666 26.766666 28.5      30.033333 27.566668
 25.9     ]",-0.29685316512307725,278.45668532461235,0.5116892263789496
594,0.5,0.1,0,opinion-timeseries,dem,"[65.        65.        65.        47.833332  42.733334  42.733334
 42.733334  48.733334  48.733334  43.533333  35.533333  32.366665
 29.466667  29.466667  23.4       23.4       20.766666  20.766666
 18.4       16.466667  13.066667  13.066667  17.966667  14.766666
 12.2        9.766666   7.633333   7.633333   6.8333335  6.8333335
  6.8333335  6.8333335  6.8333335  6.8333335  6.1       15.4
 15.4       23.866667  23.866667  23.866667  23.866667  28.5
 23.433332  20.866667  20.866667  35.933334  47.7       57.566666
 66.03333   59.3       57.766666  46.7       37.633335  30.666666
 37.433334  37.433334  37.433334  33.433334  33.433334  33.433334
 35.7       38.6       38.6       34.533333 ]",-0.2553593943399289,498.7580158671463,0.6525625128456212
595,0.5,0.1,0,opinion-timeseries,mod,"[46.        57.166668  61.133335  34.366665  30.9       25.466667
 22.433332  28.133333  35.266666  36.466667  24.633333  22.2
 20.3       18.7       15.4       13.6       12.266666   9.166667
  8.466666   7.4666667  5.733333  14.5       27.866667  23.033333
 13.5        7.9333334  4.7       14.566667  13.266666  21.233334
 29.366667  31.1       32.666668  38.933334  34.966667  41.066666
 46.933334  46.8       37.7       30.033333  23.966667  36.233334
 26.466667  29.533333  32.733334  43.133335  46.833332  50.9
 48.866665  43.666668  50.033333  47.7       34.7       25.033333
 29.066668  25.8       23.066668  21.4       19.233334  17.266666
 24.066668  28.6       23.066668  20.633333 ]",-0.19694767897573584,390.856815614257,0.6123052352180155
596,0.5,0.1,0,opinion-timeseries,rep,"[58.        65.5       68.8       37.066666  32.9       26.266666
 23.233334  29.466667  37.366665  39.133335  25.733334  23.333334
 20.8       18.833334  15.033334  13.133333  11.833333   9.733334
  8.733334   7.8        6.133333  16.1       28.566668  23.2
 13.2        8.466666   4.9333334 14.233334  13.        21.7
 29.9       32.533333  32.8       39.533333  35.166668  41.466667
 47.6       48.866665  40.433334  32.7       26.566668  39.1
 28.        32.733334  35.033333  44.966667  49.7       52.266666
 48.966667  43.333332  48.866665  47.133335  34.7       25.466667
 29.866667  26.9       23.7       21.166666  19.233334  17.366667
 22.766666  27.3       21.8       19.666666 ]",-0.17873241393304376,301.7865329761372,0.5589619804114385
597,0.5,0.1,1,opinion-timeseries,dem,"[67.        67.        67.        48.2       42.866665  42.866665
 42.866665  48.3       48.3       43.366665  35.4       32.1
 29.2       29.2       23.7       23.7       21.2       21.2
 18.933332  16.966667  13.733334  13.733334  19.466667  16.3
 13.366667  10.366667   8.533334   8.533334   7.5333333  7.5333333
  7.5333333  7.5333333  7.5333333  7.5333333  7.0333333 17.133333
 17.133333  25.4       25.4       25.4       25.4       31.066668
 24.966667  22.6       22.6       37.933334  49.933334  58.833332
 66.833336  60.        57.3       46.366665  37.566666  30.633333
 37.266666  37.266666  37.266666  33.233334  33.233334  33.233334
 36.166668  37.7       37.7       33.433334 ]",-0.2603344616733408,493.88312237245214,0.6461667712447596
598,0.5,0.1,1,opinion-timeseries,mod,"[40.        52.1       57.366665  32.4       28.5       22.5
 20.433332  26.733334  34.333332  36.933334  23.733334  21.6
 19.9       17.966667  14.1       12.6       11.7        9.
  8.033334   7.1666665  5.3       14.766666  27.966667  23.033333
 13.666667   8.233334   4.8       15.433333  13.866667  22.333334
 30.3       32.266666  33.033333  39.9       35.5       42.833332
 48.866665  49.5       40.333332  32.933334  26.5       37.666668
 28.1       31.166666  34.566666  43.466667  47.333332  51.3
 48.2       43.8       49.866665  48.033333  34.733334  25.166666
 28.766666  25.666666  23.233334  21.033333  19.3       17.7
 22.833334  26.966667  21.4       19.5      ]",-0.11520972477464937,390.2924261458516,0.6112682952642692
599,0.5,0.1,1,opinion-timeseries,rep,"[49.       59.633335 63.966667 36.5      32.266666 25.933332 23.566668
 28.866667 36.333332 37.733334 24.433332 22.3      19.8      17.566668
 14.066667 12.7      11.433333  9.466666  8.566667  7.8       5.866667
 15.266666 27.966667 22.166666 13.433333  8.1       4.766667 14.233334
 12.966666 21.666666 30.       31.166666 32.2      39.4      34.966667
 42.1      48.733334 49.733334 40.033333 33.3      26.8      38.233334
 28.333334 31.3      34.233334 44.033333 49.033333 51.533333 50.
 45.066666 50.7      49.533333 35.733334 25.266666 29.733334 26.733334
 24.033333 21.733334 19.866667 18.1      23.8      28.066668 22.733334
 20.7     ]",-0.10279830726632742,301.4604367109669,0.5537587306461074
600,0.5,0.1,2,opinion-timeseries,dem,"[60.       60.       60.       43.7      39.466667 39.466667 39.466667
 45.4      45.4      41.2      34.733334 31.466667 28.433332 28.433332
 23.533333 23.533333 20.666666 20.666666 18.666666 16.5      12.966666
 12.966666 18.666666 15.366667 12.366667 10.066667  8.3       8.3
  7.5       7.5       7.5       7.5       7.5       7.5       6.866667
 15.866667 15.866667 24.3      24.3      24.3      24.3      29.633333
 23.566668 21.066668 21.066668 36.866665 48.666668 59.266666 66.333336
 59.266666 57.7      46.2      38.       31.233334 37.933334 37.933334
 37.933334 34.166668 34.166668 34.166668 36.2      37.5      37.5
 33.7     ]",-0.18433245210084043,498.336210342014,0.6584406267785512
601,0.5,0.1,2,opinion-timeseries,mod,"[49.        58.333332  62.433334  35.7       32.133335  25.5
 22.8       28.266666  36.266666  38.833332  25.466667  22.733334
 20.333334  18.4       14.633333  13.066667  12.233334  10.066667
  9.         8.266666   5.9666667 15.866667  27.233334  21.6
 12.9        7.9        4.9666667 15.5       14.233334  22.666666
 30.433332  32.2       33.6       40.066666  36.166668  41.4
 47.433334  48.433334  38.3       30.833334  25.3       38.266666
 26.566668  30.766666  33.9       43.966667  48.866665  50.333332
 48.633335  43.533333  49.633335  47.833332  35.366665  25.8
 29.666666  27.4       24.5       22.2       19.7       18.1
 22.966667  27.666666  22.5       20.266666 ]",-0.21280444112479935,387.37016883317415,0.6054824044125318
602,0.5,0.1,2,opinion-timeseries,rep,"[46.        56.133335  60.666668  33.8       30.9       24.1
 21.633333  27.333334  35.3       37.733334  24.733334  22.266666
 20.233334  18.133333  14.8       13.1       11.666667   9.366667
  8.166667   7.3333335  5.233333  13.533334  27.1       21.6
 13.366667   8.1        4.4666667 14.033334  12.666667  21.833334
 29.033333  31.7       33.266666  39.866665  36.        42.533333
 47.433334  48.633335  39.033333  32.1       26.466667  38.833332
 28.733334  32.066666  35.166668  43.533333  46.866665  49.8
 48.8       43.5       50.4       48.766666  35.9       26.
 29.866667  27.        24.2       21.833334  19.7       17.7
 23.533333  28.133333  22.8       20.5      ]",-0.057623581947399055,302.6433439065472,0.5559485164142218
603,0.5,0.1,3,opinion-timeseries,dem,"[70.        70.        70.        49.466667  44.466667  44.466667
 44.466667  49.733334  49.733334  44.833332  36.833332  33.066666
 29.766666  29.766666  24.633333  24.633333  22.133333  22.133333
 19.566668  17.6       14.466666  14.466666  20.4       16.866667
 13.533334  11.233334   9.2        9.2        8.4        8.4
  8.4        8.4        8.4        8.4        7.5666666 17.833334
 17.833334  26.466667  26.466667  26.466667  26.466667  31.733334
 25.033333  22.433332  22.433332  36.5       48.9       58.866665
 66.36667   59.966667  58.366665  47.833332  38.533333  31.9
 38.        38.        38.        34.333332  34.333332  34.333332
 36.733334  38.133335  38.133335  34.3      ]",-0.28608446387313924,488.42619579723464,0.6382705775796679
604,0.5,0.1,3,opinion-timeseries,mod,"[43.        53.1       58.033333  32.833332  29.433332  24.166666
 21.866667  28.066668  35.166668  37.133335  24.4       22.233334
 19.8       18.133333  14.6       13.233334  11.533334   9.466666
  8.133333   7.0666666  5.366667  15.        28.1       23.
 13.6        8.4        5.366667  14.266666  12.733334  21.066668
 28.7       30.1       31.166666  38.466667  34.166668  41.466667
 47.133335  48.3       38.833332  32.7       26.733334  38.7
 27.966667  31.566668  35.366665  43.4       47.733334  50.433334
 47.933334  43.2       49.466667  48.6       35.666668  25.3
 28.666666  25.966667  23.2       20.833334  19.1       16.966667
 22.233334  26.466667  21.566668  19.333334 ]",-0.15948219267779698,391.2340441223615,0.6116777018567505
605,0.5,0.1,3,opinion-timeseries,rep,"[48.        57.7       61.666668  35.666668  32.233334  25.233334
 23.033333  27.566668  34.4       36.166668  23.333334  21.166666
 18.733334  16.3       13.166667  12.3       11.2        9.
  8.5        7.4333334  5.4666667 14.266666  27.133333  22.7
 13.566667   7.9666667  4.9       14.066667  12.433333  20.833334
 29.266666  31.366667  33.466667  40.5       36.033333  42.6
 48.066666  48.266666  39.933334  32.533333  25.633333  37.3
 27.6       31.233334  34.033333  42.866665  46.566666  48.9
 48.233334  43.5       50.033333  49.366665  36.1       26.233334
 31.133333  28.166666  25.566668  22.8       20.733334  18.5
 23.033333  27.066668  21.933332  19.966667 ]",-0.07803316201582293,303.4644825648977,0.5585485782090645
606,0.5,0.1,4,opinion-timeseries,dem,"[71.        71.        71.        50.6       45.666668  45.666668
 45.666668  51.5       51.5       46.6       37.866665  33.966667
 30.466667  30.466667  25.2       25.2       22.666666  22.666666
 20.166666  17.5       14.333333  14.333333  19.366667  15.166667
 12.4       10.         7.9        7.9        7.0333333  7.0333333
  7.0333333  7.0333333  7.0333333  7.0333333  6.266667  15.866667
 15.866667  24.3       24.3       24.3       24.3       30.2
 24.166666  22.3       22.3       35.733334  47.3       56.833332
 64.46667   58.1       55.966667  45.633335  37.        30.166666
 38.066666  38.066666  38.066666  33.766666  33.766666  33.766666
 36.1       38.366665  38.366665  35.033333 ]",-0.3262244223548309,493.7892076884715,0.643858468086673
607,0.5,0.1,4,opinion-timeseries,mod,"[40.        51.166668  56.933334  32.3       28.666666  23.3
 20.833334  26.933332  34.        36.466667  24.        21.733334
 20.033333  18.033333  15.033334  13.3       12.2        9.9
  8.633333   7.6        5.4333334 14.1       27.4       22.033333
 12.633333   7.7        4.3333335 13.133333  12.        21.3
 28.4       30.6       31.866667  39.233334  36.233334  42.466667
 47.733334  48.133335  38.966667  31.133333  25.566668  36.233334
 26.233334  30.733334  33.266666  41.966667  47.7       50.866665
 48.8       43.866665  51.133335  48.7       35.4       26.166666
 30.466667  27.033333  24.8       22.2       19.866667  18.066668
 23.766666  28.866667  23.5       21.366667 ]",-0.11158454721205059,390.53106611578113,0.612242326426617
608,0.5,0.1,4,opinion-timeseries,rep,"[37.        48.266666  53.533333  31.5       28.5       22.633333
 20.1       26.466667  34.4       36.466667  23.166666  20.633333
 18.966667  17.        13.366667  11.866667  10.733334   9.4
  8.433333   7.366667   5.633333  15.633333  28.2       22.9
 13.9        8.9        5.0333333 13.766666  12.6       20.966667
 28.733334  31.133333  31.233334  38.166668  35.        41.233334
 47.6       47.8       38.2       30.333334  25.166666  37.733334
 27.833334  31.766666  34.9       43.933334  47.866665  51.8
 49.833332  45.133335  50.766666  50.1       36.8       26.333334
 30.666666  27.5       24.4       22.233334  19.566668  17.2
 23.633333  28.4       22.9       20.333334 ]",0.04716901370371699,304.06601520618244,0.55705712386932
609,0.5,0.1,5,opinion-timeseries,dem,"[63.       63.       63.       46.066666 41.8      41.8      41.8
 46.933334 46.933334 41.933334 33.966667 30.666666 27.533333 27.533333
 22.1      22.1      19.9      19.9      18.166666 16.6      13.633333
 13.633333 19.1      14.933333 12.033334 10.366667  8.566667  8.566667
  7.7       7.7       7.7       7.7       7.7       7.7       6.8
 15.266666 15.266666 23.1      23.1      23.1      23.1      28.533333
 23.       20.8      20.8      35.6      48.266666 57.033333 64.5
 58.166668 56.5      45.2      36.3      29.433332 36.9      36.9
 36.9      33.433334 33.433334 33.433334 37.2      39.566666 39.566666
 35.433334]",-0.23471662078885383,500.03285267113375,0.6577881379693178
610,0.5,0.1,5,opinion-timeseries,mod,"[39.        50.666668  55.4       32.5       29.1       23.4
 21.033333  27.2       33.966667  36.9       25.466667  22.466667
 20.133333  18.166666  14.3       12.833333  11.7        9.366667
  8.4        7.5333333  5.6       15.166667  28.966667  23.666666
 14.666667   8.366667   4.733333  14.166667  12.733334  20.5
 28.233334  30.133333  31.533333  37.8       34.4       41.466667
 48.4       49.6       40.1       32.033333  25.866667  37.733334
 28.1       32.733334  35.666668  44.        48.9       51.133335
 49.466667  44.533333  49.666668  47.7       35.3       25.4
 29.833334  26.766666  24.133333  21.433332  19.433332  17.366667
 22.733334  27.266666  22.566668  20.3      ]",-0.11027962371818281,389.59226756436055,0.6098879120804868
611,0.5,0.1,5,opinion-timeseries,rep,"[48.        58.        61.966667  33.766666  30.833334  24.866667
 22.666666  28.733334  35.466667  37.033333  25.5       23.3
 21.4       19.5       15.8       14.533334  12.966666  11.033334
 10.1        9.133333   6.8333335 15.666667  27.666666  22.266666
 13.533334   7.9        4.8333335 14.1       12.366667  21.4
 28.766666  30.433332  31.066668  37.666668  33.833332  40.166668
 47.2       47.633335  38.333332  31.033333  25.1       37.433334
 27.766666  31.566668  34.633335  43.333332  47.633335  50.2
 48.4       44.166668  50.633335  49.2       35.533333  26.633333
 30.9       28.333334  25.766666  22.5       20.233334  17.9
 24.4       28.        22.233334  20.066668 ]",-0.09353288959575876,300.7391114250199,0.5549430412190105
612,0.5,0.1,6,opinion-timeseries,dem,"[70.        70.        70.        49.2       44.4       44.4
 44.4       50.9       50.9       45.433334  37.        33.5
 30.233334  30.233334  24.733334  24.733334  22.633333  22.633333
 20.7       18.466667  14.5       14.5       19.433332  16.166666
 12.933333  10.3        8.366667   8.366667   7.3333335  7.3333335
  7.3333335  7.3333335  7.3333335  7.3333335  6.733333  15.2
 15.2       24.1       24.1       24.1       24.1       29.466667
 23.666666  20.733334  20.733334  35.5       46.5       56.733334
 64.76667   58.4       56.7       46.233334  37.633335  30.033333
 37.2       37.2       37.2       33.1       33.1       33.1
 36.566666  37.533333  37.533333  33.733334 ]",-0.32025277144405134,495.14853061686523,0.6463415470082536
613,0.5,0.1,6,opinion-timeseries,mod,"[41.       53.066666 57.933334 32.133335 28.666666 23.966667 21.166666
 27.8      35.133335 37.9      24.633333 22.4      20.333334 18.333334
 14.9      13.5      12.1      10.066667  9.        8.2       6.1
 16.266666 28.4      22.833334 13.4       8.433333  4.9      13.6
 12.466666 20.633333 28.833334 30.633333 33.       39.766666 35.766666
 42.133335 48.333332 49.733334 39.3      32.066666 26.9      38.966667
 28.933332 32.433334 34.533333 43.833332 46.9      49.3      47.
 42.       48.8      46.666668 33.8      24.1      28.733334 25.933332
 23.5      21.133333 19.133333 16.633333 22.666666 26.933332 21.9
 20.      ]",-0.15284051972795676,390.262388960295,0.6110973093603906
614,0.5,0.1,6,opinion-timeseries,rep,"[50.        59.033333  63.1       34.066666  30.766666  24.566668
 22.2       28.366667  35.833332  37.533333  25.033333  22.166666
 20.133333  18.4       14.933333  13.533334  11.9        9.5
  8.333333   7.4666667  5.2       14.533334  27.5       21.633333
 12.566667   7.5666666  4.2       13.4       11.633333  20.833334
 28.6       30.633333  33.333332  39.966667  35.5       42.5
 48.1       48.7       39.133335  32.2       26.3       38.
 27.166666  31.433332  34.466667  43.366665  48.233334  50.833332
 49.4       44.433334  50.766666  48.233334  35.266666  26.033333
 30.433332  27.2       24.633333  22.366667  20.166666  17.933332
 23.733334  29.166666  23.333334  21.1      ]",-0.08868174549513733,302.73453292648094,0.5580587329578415
615,0.5,0.1,7,opinion-timeseries,dem,"[69.        69.        69.        49.633335  44.6       44.6
 44.6       49.5       49.5       44.4       36.466667  32.866665
 29.7       29.7       24.566668  24.566668  22.166666  22.166666
 19.7       18.        14.666667  14.666667  19.6       16.
 12.8       10.166667   8.066667   8.066667   7.4666667  7.4666667
  7.4666667  7.4666667  7.4666667  7.4666667  6.866667  17.133333
 17.133333  25.3       25.3       25.3       25.3       29.866667
 24.333334  22.133333  22.133333  38.        49.266666  59.233334
 66.566666  59.9       58.3       47.333332  38.966667  30.866667
 37.333332  37.333332  37.333332  33.666668  33.666668  33.666668
 36.366665  38.166668  38.166668  34.933334 ]",-0.2833011113290003,491.9649078037464,0.6421021010514664
616,0.5,0.1,7,opinion-timeseries,mod,"[41.        52.5       57.066666  32.533333  29.        23.533333
 21.066668  26.3       33.2       35.633335  24.033333  21.5
 19.233334  17.266666  14.333333  13.066667  11.733334   9.6
  8.866667   7.9666667  5.866667  15.933333  28.233334  23.133333
 13.033334   7.6        4.6666665 13.        11.4       19.966667
 28.233334  29.766666  30.733334  38.3       34.4       40.4
 45.966667  48.233334  38.633335  31.166666  25.4       37.5
 28.066668  31.        33.566666  43.1       47.366665  50.433334
 49.2       44.1       51.3       48.233334  35.533333  25.5
 28.8       26.2       23.566668  21.        18.666666  16.633333
 22.6       27.233334  21.733334  19.5      ]",-0.13045489581824976,393.0968482568677,0.6160396299340682
617,0.5,0.1,7,opinion-timeseries,rep,"[56.        65.        68.4       38.3       34.533333  28.166666
 25.066668  30.2       37.2       38.866665  25.166666  22.6
 20.966667  18.533333  15.2       13.366667  12.1        9.733334
  8.766666   7.9666667  5.5       14.866667  28.        23.166666
 13.4        7.6666665  4.266667  13.9       12.6       20.666666
 28.566668  31.3       32.733334  39.033333  35.3       42.4
 48.633335  49.733334  40.3       33.033333  26.666666  37.8
 27.1       30.766666  34.566666  42.233334  48.233334  50.766666
 49.2       44.433334  50.966667  50.333332  37.5       27.833334
 32.166668  28.733334  26.2       24.        21.466667  19.
 23.633333  27.733334  22.866667  20.633333 ]",-0.1641066777125166,299.5118716391173,0.5532291239228745
618,0.5,0.1,8,opinion-timeseries,dem,"[66.       66.       66.       47.       42.833332 42.833332 42.833332
 48.633335 48.633335 43.866665 35.233334 31.733334 28.9      28.9
 23.066668 23.066668 20.6      20.6      18.5      16.666666 13.4
 13.4      17.833334 14.9      11.766666  9.2       7.233333  7.233333
  6.3       6.3       6.3       6.3       6.3       6.3       5.7
 16.2      16.2      24.666666 24.666666 24.666666 24.666666 29.633333
 23.9      21.2      21.2      36.166668 47.566666 57.933334 65.333336
 59.9      58.5      48.033333 38.866665 30.666666 38.066666 38.066666
 38.066666 34.966667 34.966667 34.966667 37.233334 39.766666 39.766666
 35.966667]",-0.23809578029907322,497.00979899111184,0.649958028210671
619,0.5,0.1,8,opinion-timeseries,mod,"[48.       58.       62.066666 35.133335 31.3      25.8      23.566668
 29.6      36.1      37.633335 24.3      22.2      19.533333 18.066668
 14.6      12.866667 11.6       9.566667  8.8       7.766667  5.5
 15.666667 29.2      23.5      14.066667  8.033334  4.866667 14.866667
 13.333333 21.633333 29.966667 32.966667 33.1      39.566666 35.933334
 42.066666 48.333332 48.466667 38.933334 31.366667 25.4      37.433334
 27.866667 31.3      33.466667 41.7      46.5      48.533333 47.066666
 42.366665 48.2      47.633335 35.066666 24.966667 29.366667 26.366667
 23.633333 21.       19.233334 17.9      23.       27.566668 21.766666
 19.966667]",-0.22280286601120625,389.4376371723956,0.6088907843051262
620,0.5,0.1,8,opinion-timeseries,rep,"[45.        54.733334  59.1       33.466667  29.9       23.5
 21.466667  27.066668  34.733334  37.366665  24.633333  22.1
 19.466667  17.466667  13.9       12.766666  11.766666   9.3
  8.5        7.866667   5.9333334 15.866667  27.4       22.833334
 13.933333   8.633333   5.133333  15.133333  13.666667  22.2
 30.2       31.466667  33.3       39.333332  35.9       42.566666
 48.066666  49.233334  39.666668  31.9       25.3       37.066666
 26.433332  30.4       34.2       43.566666  47.966667  48.6
 48.066666  44.133335  50.633335  48.266666  35.4       25.4
 29.933332  27.233334  24.2       21.5       19.5       17.1
 23.4       27.366667  22.1       19.766666 ]",-0.04754187146562298,303.01124838093125,0.5563418834609076
621,0.5,0.1,9,opinion-timeseries,dem,"[68.        68.        68.        48.793102  44.103447  44.103447
 44.103447  49.896553  49.896553  45.41379   35.96552   32.103447
 28.48276   28.48276   23.310345  23.310345  20.827587  20.827587
 18.310345  16.51724   13.344828  13.344828  18.448277  14.620689
 11.586206   9.689655   8.         8.         7.         7.
  7.         7.         7.         7.         6.3448277 15.413794
 15.413794  23.586206  23.586206  23.586206  23.586206  29.931034
 24.37931   22.448277  22.448277  37.        48.41379   58.551723
 65.89655   59.482758  57.517242  46.827587  37.24138   29.931034
 36.896553  36.896553  36.896553  32.75862   32.75862   32.75862
 35.37931   36.931034  36.931034  33.310345 ]",-0.2873703897794221,498.3131134976691,0.6502539153204469
622,0.5,0.1,9,opinion-timeseries,mod,"[42.        52.689655  57.517242  32.551723  29.        23.344828
 21.275862  27.551723  35.103447  37.24138   24.103449  21.827587
 19.586206  17.724138  14.4827585 13.137931  11.724138   9.310345
  8.5172415  7.7586207  5.793103  14.068966  27.103449  21.448277
 12.75862    7.137931   4.413793  13.620689  12.310345  21.344828
 29.896551  32.275864  32.724136  39.172413  35.58621   42.13793
 48.068966  48.517242  39.517242  31.931034  26.551723  38.41379
 27.827587  31.931034  34.689655  43.896553  48.931034  50.03448
 48.172413  43.310345  50.689655  49.        35.655174  25.275862
 29.551723  26.51724   23.62069   21.448277  18.965517  17.448277
 22.827587  28.310345  22.48276   20.034483 ]",-0.13388232900913066,390.4448412819504,0.6104042116960835
623,0.5,0.1,9,opinion-timeseries,rep,"[47.        56.172413  60.448277  34.517242  30.862068  24.241379
 22.        27.689655  34.62069   36.827587  24.068966  21.862068
 19.896551  17.965517  14.551724  12.896552  11.413794   9.172414
  8.379311   7.6896553  5.551724  14.551724  28.068966  22.724138
 13.448276   8.24138    4.862069  14.551724  13.103448  20.862068
 29.448277  32.344826  32.931034  39.58621   35.551723  42.655174
 48.86207   49.        39.931034  32.13793   26.034483  38.448277
 27.931034  32.551723  35.41379   43.37931   48.37931   51.448277
 48.689655  43.689655  50.24138   47.24138   34.551723  25.551723
 30.275862  27.586206  24.896551  22.        20.206896  18.068966
 23.724138  28.068966  22.51724   19.896551 ]",-0.05944349406799812,302.00747085321814,0.5548661310230049
624,0.5,0.25,0,opinion-timeseries,dem,"[62.        62.        62.        26.733334  19.566668  19.566668
 19.566668  38.966667  38.966667  29.466667  16.566668  12.766666
  8.833333   8.833333   5.         5.         3.7        3.7
  2.7333333  1.9666667  1.2        1.2       19.4       11.766666
  6.9666667  3.7333333  2.         2.         1.4333333  1.4333333
  1.4333333  1.4333333  1.4333333  1.4333333  1.0666667 26.466667
 26.466667  44.9       44.9       44.9       44.9       50.8
 28.9       21.666666  21.666666  55.966667  74.13333   85.76667
 91.1       68.1       56.7       32.233334  17.866667  10.233334
 33.433334  33.433334  33.433334  24.7       24.7       24.7
 32.666668  35.933334  35.933334  26.8      ]",0.08280386851920273,537.8817223371104,0.7061838381154653
625,0.5,0.25,0,opinion-timeseries,mod,"[51.         72.7        79.63333    22.3        16.666666    9.033334
  6.8        29.         47.233334   44.633335   13.866667   10.633333
  8.133333    6.          3.0666666   2.2666667   1.6666666   0.96666664
  0.6666667   0.53333336  0.26666668 24.9        47.533333   26.8
  6.733333    1.4666667   0.46666667 25.966667   19.533333   41.666668
 56.566666   50.         47.833332   60.266666   44.566666   58.466667
 68.63333    63.8        35.466667   20.466667   12.266666   48.5
 21.8        29.766666   35.733334   52.533333   57.3        57.
 40.133335   30.833334   51.266666   42.266666   17.933332    8.266666
 24.066668   17.833334   13.666667   10.133333    7.366667    5.4
 21.433332   30.933332   17.233334   12.966666  ]",-0.10179213186429859,415.25533677234586,0.6393498987269621
626,0.5,0.25,0,opinion-timeseries,rep,"[56.         76.1        82.03333    22.766666   17.7        10.233334
  7.9        30.633333   47.166668   45.966667   13.933333    9.933333
  7.5333333   5.6666665   2.9666667   2.4         1.7666667   0.6666667
  0.5         0.43333334  0.16666667 25.066668   49.066666   27.966667
  6.9666667   1.7         0.33333334 24.9        19.1        39.366665
 53.566666   47.666668   46.366665   60.2        44.6        58.833332
 69.666664   64.6        38.         22.3        12.5        48.533333
 20.833334   29.066668   34.566666   53.5        56.866665   57.866665
 41.866665   31.166666   52.666668   40.766666   17.1         7.1
 22.933332   17.033333   12.5         9.333333    6.5666666   4.766667
 21.633333   31.433332   18.233334   13.933333  ]",-0.07514796835234902,336.2373163579881,0.5979578424766756
627,0.5,0.25,1,opinion-timeseries,dem,"[65.        65.        65.        27.333334  20.366667  20.366667
 20.366667  39.933334  39.933334  29.8       16.233334  11.666667
  8.766666   8.766666   4.733333   4.733333   3.5666666  3.5666666
  2.3333333  1.6666666  1.         1.        19.633333  11.266666
  6.4333334  3.8666666  2.2333333  2.2333333  1.6        1.6
  1.6        1.6        1.6        1.6        1.3666667 26.733334
 26.733334  45.4       45.4       45.4       45.4       50.633335
 29.033333  21.866667  21.866667  53.933334  74.666664  85.86667
 91.63333   68.23333   56.366665  32.1       18.733334  10.2
 33.233334  33.233334  33.233334  23.733334  23.733334  23.733334
 30.8       35.733334  35.733334  27.333334 ]",0.05891869276317178,538.0502652097822,0.7039039499029978
628,0.5,0.25,1,opinion-timeseries,mod,"[48.         70.26667    77.166664   22.         16.566668    9.766666
  7.3333335  30.4        47.533333   46.         14.2        10.833333
  7.766667    5.266667    3.0666666   2.1666667   1.5333333   0.8333333
  0.46666667  0.33333334  0.16666667 25.3        46.8        26.333334
  6.233333    1.2666667   0.33333334 26.9        19.833334   39.5
 54.2        47.466667   45.566666   59.666668   43.4        57.366665
 68.         65.066666   36.1        20.366667   12.266666   48.
 19.4        29.9        35.866665   53.833332   58.4        56.6
 42.766666   32.9        52.733334   40.833332   17.733334    7.9
 23.533333   17.533333   12.3         9.366667    6.7         5.0333333
 20.633333   29.733334   16.266666   12.666667  ]",-0.09535087094692127,416.70068623373504,0.6396533015504403
